"grid_cell","round","date","prev","N"
1231,10,2016-02-23,0,17
1232,4,2013-05-30,0,4
1232,5,2013-08-04,0,3
1233,1,2012-06-21,0,20
1233,2,2012-08-21,0.0333333333333333,60
1233,3,2012-11-05,0,30
1233,4,2013-06-10,0.03125,37
1233,5,2013-08-05,0,21
1233,6,2013-10-09,0,20
1233,7,2014-12-09,0,58
1233,8,2015-02-11,0,13
1233,9,2015-10-05,0,26
1233,10,2016-02-24,0.125,42
1234,3,2012-11-05,0,1
1235,1,2012-07-07,0,21
1235,2,2012-09-09,0,17
1235,3,2012-11-05,0,2
1235,4,2013-06-16,0,31
1235,5,2013-08-05,0,50
1235,6,2013-10-06,0.0384615384615385,26
1235,7,2014-12-09,0,31
1235,8,2015-02-12,0,24
1235,9,2015-09-22,0,11
1235,10,2016-03-01,0.0384615384615385,26
1236,7,2014-12-22,0.0958904109589041,73
1236,8,2015-02-14,0.0232558139534884,50
1236,9,2015-10-02,0,15
1236,10,2016-02-13,0,50
1237,7,2014-12-21,0.4,10
1237,8,2015-02-14,0,6
1238,7,2014-12-22,0.0555555555555556,18
1238,8,2015-02-23,0,9
1238,9,2015-10-03,0,4
1238,10,2016-02-13,0,18
1239,7,2014-12-17,0,14
1239,9,2015-10-02,0,35
1240,7,2014-12-14,0.115384615384615,52
1240,8,2015-02-23,0,8
1240,9,2015-10-02,0,16
1240,10,2016-02-13,0,9
1241,7,2014-12-26,0,11
1241,8,2015-02-20,0.142857142857143,14
1241,9,2015-09-21,0,6
1241,10,2016-02-29,0,11
1242,7,2014-12-15,0,11
1242,9,2015-09-23,0,14
1242,10,2016-02-18,0,15
1243,7,2014-12-16,0,14
1243,9,2015-09-24,NA,5
1243,10,2016-02-16,0,13
1244,7,2014-12-15,0,21
1244,9,2015-09-22,0,34
1244,10,2016-02-16,0,49
1245,8,2015-02-14,0,6
1245,9,2015-09-22,0,14
1245,10,2016-02-15,0,16
1246,7,2014-12-15,0,1
1246,8,2015-02-22,0,5
1246,9,2015-09-22,0,36
1246,10,2016-02-15,0,40
1247,7,2014-12-16,0,14
1247,9,2015-09-09,0,13
1247,10,2016-02-15,0,15
1248,8,2015-02-27,0,175
1248,9,2015-09-20,0,47
1248,10,2016-02-13,0,38
1249,8,2015-02-27,0,4
1249,9,2015-09-19,0,11
1249,10,2016-02-14,0,14
1250,7,2014-12-12,0,5
1250,8,2015-02-21,0,9
1250,9,2015-09-22,0,16
1250,10,2016-02-15,0,26
1251,7,2014-12-14,0,20
1251,8,2015-03-01,0,47
1251,9,2015-10-03,0,7
1252,7,2014-12-29,0.0256410256410256,40
1252,8,2015-03-01,0,22
1252,9,2015-09-23,0,26
1252,10,2016-02-15,0,28
1253,7,2014-12-29,0,16
1253,9,2015-09-23,0,20
1253,10,2016-02-16,0,28
1254,7,2014-12-30,0.0232558139534884,44
1254,8,2015-03-03,0,44
1254,9,2015-09-17,0,21
1254,10,2016-02-16,0,61
1255,7,2014-12-30,0,19
1255,8,2015-03-03,0,26
1255,9,2015-09-18,0,21
1255,10,2016-02-17,0,27
1256,10,2016-02-17,0,1
1257,8,2015-03-01,0,12
1257,9,2015-09-21,0,9
1257,10,2016-02-16,0,18
1258,7,2013-12-31,0,14
1258,8,2015-02-26,0,27
1258,9,2015-09-20,0,17
1258,10,2016-02-17,0,30
1259,7,2014-12-31,0,9
1259,8,2015-02-26,0,24
1259,9,2015-09-20,0,15
1259,10,2016-02-18,0,6
1260,10,2016-02-11,0,7
1261,8,2015-02-08,0,35
1261,9,2015-09-23,0,24
1261,10,2016-02-11,0,30
1262,8,2015-02-08,0,9
1262,10,2016-02-10,0,19
1263,7,2014-12-07,0,32
1263,8,2015-02-08,0,18
1263,9,2015-09-23,0,21
1263,10,2016-02-10,0,36
1264,9,2015-09-23,0,5
1264,10,2016-02-09,0,41
1265,9,2015-09-24,0,30
1265,10,2016-02-25,0,19
1266,7,2014-12-05,0,10
1266,9,2015-09-10,0,21
1266,10,2016-02-09,0,26
1267,8,2015-02-07,0,2
1267,10,2016-02-08,0.0285714285714286,35
1268,7,2014-12-23,0,12
1268,8,2015-02-07,0,22
1268,9,2015-09-09,0,39
1268,10,2016-02-09,0.0476190476190476,25
1269,7,2014-12-22,0,54
1269,9,2015-09-08,0.0172413793103448,61
1269,10,2016-02-12,0.0166666666666667,66
1270,7,2014-12-22,0,2
1270,8,2015-02-16,0,5
1270,9,2015-09-09,0,6
1270,10,2016-02-08,0,15
1271,9,2015-09-11,0.0333333333333333,36
1271,10,2016-02-23,0.0256410256410256,39
1272,7,2014-12-04,0,16
1272,8,2015-02-05,0,12
1272,9,2015-09-25,0,23
1272,10,2016-02-11,0,22
1273,7,2014-12-26,0,8
1273,8,2015-03-02,0,3
1273,9,2015-09-15,0,15
1273,10,2016-02-28,0,10
1274,7,2014-12-25,0,6
1274,8,2015-02-20,0.0909090909090909,12
1274,9,2015-09-23,0,35
1274,10,2016-03-03,0.0303030303030303,41
1275,7,2014-12-25,0,3
1275,8,2015-02-24,0,14
1275,9,2015-09-19,0,29
1275,10,2016-02-25,0,17
1276,7,2014-12-29,0,4
1276,8,2015-03-04,0,3
1276,9,2015-09-22,0,5
1276,10,2016-02-27,0,8
1277,9,2015-09-22,0,5
1277,10,2016-02-29,0.0833333333333333,13
1278,7,2014-12-28,0,20
1278,8,2015-03-03,0,6
1278,9,2015-09-21,0,9
1278,10,2016-02-28,0,22
1279,10,2016-03-28,0,6
1280,4,2013-05-29,0,8
1281,1,2012-02-15,0,5
1281,5,2013-08-01,0,12
1281,6,2013-10-04,0,15
1281,7,2014-12-09,0,6
1281,10,2016-03-02,0,5
1282,1,2012-02-15,0,13
1282,2,2012-09-11,0.0985915492957746,71
1282,3,2012-11-06,0.032258064516129,31
1282,4,2013-05-29,0.105263157894737,38
1282,5,2013-08-01,0,51
1282,6,2013-10-04,0.166666666666667,30
1282,7,2014-12-09,0.0454545454545455,45
1282,8,2015-02-11,0,81
1282,9,2015-09-22,0,15
1282,10,2016-03-02,0.0930232558139535,43
1283,1,2012-02-15,0,8
1283,2,2012-08-27,0,12
1283,4,2013-05-28,0,3
1283,5,2013-07-31,0.0833333333333333,12
1283,7,2013-12-03,0,8
1283,10,2016-03-02,0,4
1284,2,2012-08-27,0,13
1284,3,2012-11-06,0,14
1284,4,2013-06-14,0.25,8
1284,5,2013-07-31,0,10
1284,6,2013-10-02,0,13
1284,7,2014-12-09,0,3
1284,9,2015-10-06,0,14
1285,1,2012-06-14,0.00578034682080925,364
1285,2,2012-08-20,0.00645161290322581,476
1285,3,2012-11-04,0.00510204081632653,402
1285,4,2013-06-11,0.0227272727272727,629
1285,5,2013-08-17,0.0131195335276968,699
1285,6,2013-10-15,0.0254452926208651,400
1285,7,2014-12-15,0.00606060606060606,344
1285,8,2015-02-25,0.00440528634361234,232
1285,9,2015-09-28,0,197
1285,10,2016-02-10,0.00699300699300699,303
1286,1,2012-06-17,0.0343137254901961,451
1286,2,2012-08-19,0.0176991150442478,348
1286,3,2012-11-03,0.00903614457831325,338
1286,4,2013-06-02,0.00835654596100279,364
1286,5,2013-08-17,0.0028735632183908,363
1286,6,2013-10-11,0.00649350649350649,157
1286,7,2014-12-12,0,379
1286,8,2015-02-24,0.00549450549450549,195
1286,9,2015-09-28,0.00421940928270042,247
1286,10,2016-02-09,0.00277008310249307,382
1287,1,2012-06-17,0.1,36
1287,2,2012-08-23,0.0363636363636364,60
1287,3,2012-10-27,0.04,25
1287,4,2013-05-28,0.0930232558139535,47
1287,5,2013-07-31,0,10
1287,6,2013-10-02,0,18
1287,7,2014-12-04,0,9
1287,8,2015-02-06,0,23
1287,9,2015-10-02,0,45
1287,10,2016-02-22,0.0357142857142857,30
1288,1,2012-02-17,0.0555555555555556,19
1288,2,2012-08-16,0.0344827586206897,30
1288,3,2012-11-02,0.0588235294117647,18
1288,4,2013-06-12,0.0701754385964912,59
1288,5,2013-08-04,0.0588235294117647,34
1288,6,2013-10-02,0,6
1288,7,2014-12-07,0.0377358490566038,53
1288,8,2015-02-07,0,13
1288,9,2015-10-02,0,11
1288,10,2016-03-02,0,8
1289,3,2012-11-02,0.0714285714285714,14
1289,4,2013-05-30,0,28
1289,5,2013-07-31,0,19
1289,6,2013-10-02,0,21
1289,7,2014-12-04,0.0454545454545455,22
1289,8,2015-02-09,0,16
1289,9,2015-10-01,0,4
1289,10,2016-02-22,0,19
1290,1,2012-06-17,0.105263157894737,20
1290,2,2012-08-16,0,12
1290,3,2012-11-02,0,22
1290,4,2013-06-12,0.111111111111111,9
1290,5,2013-08-04,0.230769230769231,13
1290,8,2015-02-11,0,1
1290,9,2015-10-05,0,2
1290,10,2016-02-23,0,9
1291,5,2013-08-05,0,4
1291,8,2015-02-11,0,4
1292,1,2012-06-22,0.0714285714285714,42
1292,2,2012-08-20,0,44
1292,4,2013-06-10,0,31
1292,5,2013-08-05,0,60
1292,6,2013-10-09,0,33
1292,7,2014-12-05,0,42
1292,8,2015-02-10,0,43
1292,9,2015-10-05,0,20
1292,10,1916-02-22,0,27
1293,2,2012-09-09,0,3
1293,5,2013-08-05,0,4
1293,6,2013-10-10,0,8
1293,7,2014-12-10,0,10
1293,9,2015-10-04,0,22
1293,10,2016-02-22,0,24
1294,1,2012-07-07,0.05,20
1294,2,2012-09-09,0,8
1294,3,2012-11-04,0,6
1294,4,2013-06-11,0,12
1294,5,2013-08-05,0.0555555555555556,18
1294,6,2013-10-09,0,23
1294,7,2014-12-10,0,13
1294,8,2015-02-12,0,8
1294,9,2015-10-05,0,15
1294,10,2016-03-01,0,10
1295,1,2012-07-07,0.2,10
1295,2,2012-09-09,0.0476190476190476,21
1295,4,2013-06-10,0,5
1295,5,2013-08-05,0,3
1295,7,2014-12-10,0,23
1295,8,2015-02-12,0,22
1295,9,2015-10-04,0,18
1295,10,2016-02-29,0,22
1296,1,2012-07-07,0,7
1296,2,2012-09-09,0,6
1296,4,2013-06-10,0,8
1296,7,2014-12-09,0.04,25
1296,9,2015-09-22,0,10
1296,10,2016-02-23,0.0526315789473684,20
1297,8,2015-02-10,0,4
1297,9,2015-09-14,NA,5
1297,10,2016-02-09,0,6
1298,9,2015-09-15,0,8
1298,10,2016-02-12,0,7
1299,7,2014-12-12,0,45
1299,8,2015-02-19,0,20
1299,9,2015-09-16,0.0227272727272727,45
1299,10,2016-02-10,0.0303030303030303,66
1300,7,2014-12-15,0.0357142857142857,28
1300,8,2015-03-02,0,11
1300,9,2015-09-22,0,34
1300,10,2016-02-12,0,54
1301,9,2015-09-23,0,10
1301,10,2016-02-14,0,8
1302,7,2014-12-05,0,24
1302,8,2015-02-23,0,18
1302,9,2015-09-24,0,18
1303,7,2014-12-18,0,9
1303,9,2015-09-20,0,21
1303,10,2016-02-16,0,26
1304,7,2014-12-15,0.0697674418604651,45
1304,8,2015-02-18,0,41
1304,9,2015-09-21,0,43
1304,10,2016-02-15,0,47
1305,7,2014-12-07,0,22
1305,8,2015-02-19,0,9
1305,9,2015-09-09,0,36
1305,10,2016-02-14,0,24
1306,7,2014-12-18,0,6
1306,8,2015-02-22,0,19
1306,9,2015-09-09,0.0434782608695652,24
1306,10,2016-02-12,0,28
1307,7,2014-12-12,0,34
1307,8,2015-02-24,0,6
1307,9,2015-09-20,0,31
1307,10,2016-02-14,0,32
1308,7,2014-12-16,0,15
1308,9,2015-09-10,0,14
1308,10,2016-02-12,0,21
1309,8,2015-03-02,0,10
1309,9,2015-09-22,0,8
1310,7,2014-12-29,0.015625,64
1310,8,2015-03-02,0,213
1310,9,2015-09-23,0,70
1310,10,2016-02-16,0,70
1311,8,2015-03-02,0,9
1311,9,2015-10-03,0,24
1311,10,2016-02-16,0,25
1312,7,2014-12-29,0,70
1312,8,2015-02-23,0,23
1312,9,2015-09-07,0,38
1312,10,2016-02-16,0,55
1313,7,2014-12-21,0,44
1313,9,2015-08-17,0,5
1313,10,2016-02-16,0.1,10
1314,7,2015-01-01,0,10
1314,8,2015-03-03,0,12
1314,9,2015-09-17,0,23
1314,10,2016-02-17,0,19
1315,9,2015-09-30,0,19
1315,10,2016-02-26,0,18
1316,9,2015-09-30,0,10
1316,10,2016-02-18,0,41
1317,7,2014-12-31,0,12
1317,8,2015-02-17,0,6
1317,9,2015-09-21,0,12
1317,10,2016-02-18,0,17
1318,7,2013-12-31,0,17
1318,8,2015-02-26,0,7
1318,9,2015-09-21,0,33
1318,10,2016-02-18,0,53
1319,7,2014-12-24,0,21
1319,9,2015-09-21,0,11
1319,10,2016-02-18,0,9
1320,10,2016-02-11,0,7
1321,9,2015-09-23,0,9
1321,10,2016-02-10,0,15
1322,7,2014-12-08,0,14
1322,8,2015-02-10,0,25
1322,9,2015-09-24,0,7
1322,10,2016-02-09,0,14
1323,7,2014-12-08,0,26
1323,8,2015-02-10,0,29
1323,9,2015-09-24,0,33
1323,10,2016-02-10,0,33
1324,7,2014-12-05,0,2
1324,8,2015-02-06,0,25
1324,9,2015-09-10,0.0666666666666667,30
1324,10,2016-02-08,0,23
1325,8,2015-02-06,0,8
1325,9,2015-09-09,0,11
1325,10,2016-02-10,0,4
1326,7,2014-12-04,0,24
1326,8,2015-02-08,0,45
1326,9,2015-09-08,0,45
1327,7,2014-12-04,0,5
1327,8,2015-02-05,0,33
1327,9,2015-09-09,0,16
1327,10,2016-02-07,0,38
1328,7,2014-12-03,0,13
1328,8,2015-02-05,0,3
1328,9,2015-09-11,0,25
1328,10,2016-02-08,0,35
1329,7,2014-12-03,0,5
1329,8,2015-02-05,0,1
1329,9,2015-09-08,0,25
1329,10,2016-02-24,0,34
1330,7,2014-12-04,0,26
1330,8,2015-02-05,0,33
1330,9,2015-09-26,0,71
1330,10,2016-02-09,0,90
1331,7,2014-12-03,0,20
1331,8,2015-02-05,0,5
1331,9,2015-09-26,0,29
1331,10,2016-02-12,0,42
1332,7,2014-12-05,0,9
1332,8,2015-02-05,0,26
1332,9,2015-09-22,0,43
1332,10,2016-02-25,0,50
1333,8,2015-02-23,0,47
1333,9,2015-09-19,0,42
1333,10,2016-02-25,0,42
1334,8,2015-02-24,0,9
1334,9,2015-09-18,0.0909090909090909,11
1334,10,2016-02-24,0,19
1335,7,2014-12-29,0,21
1335,9,2015-09-22,0,8
1335,10,2016-03-01,0,8
1336,7,2014-12-29,0,23
1336,8,2015-03-04,0,3
1336,9,2015-09-22,0,24
1336,10,2016-02-27,0,11
1337,8,2015-03-02,0.0555555555555556,21
1337,9,2015-09-21,0,17
1337,10,2016-02-28,0,20
1338,5,2013-08-01,0,7
1338,6,2013-10-04,0,1
1338,10,2016-03-02,0,13
1339,1,2012-02-15,0,6
1339,2,2012-08-27,0.1,10
1339,4,2013-05-29,0.0526315789473684,19
1339,5,2013-08-01,0,4
1339,6,2013-10-04,0,10
1339,7,2014-12-09,0,61
1339,8,2015-02-11,0,7
1339,9,2015-09-23,0.25,4
1339,10,2016-03-02,0,11
1340,1,2012-06-15,0.0151515151515152,66
1340,2,2012-08-27,0.015625,66
1340,3,2012-11-06,0,43
1340,4,2013-05-29,0.025974025974026,82
1340,5,2013-08-01,0.04,25
1340,6,2013-10-04,0.0333333333333333,38
1340,7,2014-12-08,0.0481927710843374,88
1340,8,2015-02-11,0,22
1340,9,2015-09-22,0,37
1340,10,2016-02-19,0.0454545454545455,22
1341,1,2012-06-15,0.0769230769230769,15
1341,2,2012-08-27,0.0454545454545455,23
1341,3,2012-11-06,0.102564102564103,39
1341,4,2013-05-29,0.0625,16
1341,5,2013-08-01,0,13
1341,6,2013-10-04,0,18
1341,7,2014-12-08,0.0869565217391304,23
1341,9,2015-09-22,0,9
1341,10,2016-02-19,0.25,9
1342,1,2012-06-16,0,99
1342,2,2012-08-28,0.0129032258064516,158
1342,3,2012-11-03,0.00769230769230769,136
1342,4,2013-05-29,0.0138888888888889,150
1342,5,2013-08-01,0.0285714285714286,35
1342,6,2013-10-04,0.032258064516129,62
1342,7,2014-12-11,0,53
1342,8,2015-02-13,0,29
1342,9,2015-10-01,0,102
1342,10,2016-02-12,0.0181818181818182,56
1343,10,1916-02-11,0,1
1344,2,2012-09-09,0,6
1344,3,2012-11-04,0,6
1344,4,2013-06-02,0,24
1344,5,2013-08-04,0.0555555555555556,21
1344,6,2013-10-11,0.0266666666666667,75
1344,7,2014-12-07,0,3
1344,9,2015-10-05,0,6
1344,10,2016-03-03,0,3
1345,1,2012-06-21,0.105263157894737,19
1345,2,2012-08-17,0,13
1345,3,2012-11-04,0.1,21
1345,4,2013-06-02,0,6
1345,5,2013-08-04,0,4
1345,6,2013-10-11,0,15
1345,7,2014-12-07,0,5
1345,9,2015-10-05,0,4
1345,10,2016-03-03,0,8
1346,1,2012-06-21,0,6
1346,2,2012-09-10,0,1
1346,5,2013-08-04,0,1
1346,7,2014-12-07,0,23
1347,1,2012-06-21,0,8
1347,4,2013-06-02,0.0909090909090909,11
1347,6,2013-10-09,0,4
1347,9,2015-10-05,0,10
1348,1,2012-06-21,0.0333333333333333,30
1348,2,2012-08-16,0,4
1348,3,2012-11-02,0,21
1348,4,2013-05-30,0.0526315789473684,21
1348,5,2013-08-05,0.04,25
1348,6,2013-10-09,0,20
1348,8,2015-02-11,0,20
1348,9,2015-10-04,0,25
1348,10,2016-03-02,0,35
1349,1,2012-06-22,0,10
1349,2,2012-08-21,0,4
1349,5,2013-08-06,0,6
1349,7,2014-12-10,0.166666666666667,6
1349,10,2016-02-23,0,7
1350,2,2012-09-09,0.0555555555555556,18
1350,4,2013-06-10,0.0952380952380952,67
1350,5,2013-08-06,0,12
1350,6,2013-10-10,0,6
1350,7,2014-12-10,0.0277777777777778,37
1350,10,2016-02-23,0,14
1351,1,2012-07-07,0,18
1351,2,2012-09-09,0,6
1351,4,2013-06-11,0,18
1351,5,2013-08-05,0.0555555555555556,18
1351,6,2013-10-10,0.5,2
1351,7,2014-12-10,0,7
1351,8,2015-02-13,0,12
1351,9,2015-09-22,0,7
1351,10,2016-02-23,0,13
1352,3,2012-11-04,0,14
1352,9,2015-09-22,0,6
1352,10,2016-02-23,0,7
1353,10,2016-02-07,NA,4
1354,8,2015-02-10,0,2
1354,9,2015-09-15,0.222222222222222,22
1354,10,2016-02-08,0,41
1355,8,2015-02-10,0,13
1355,9,2015-09-15,0.08,25
1355,10,2016-02-09,0.0681818181818182,46
1356,8,2015-02-11,0,4
1356,9,2015-09-16,0,6
1356,10,2016-02-09,0,7
1357,7,2014-12-12,0.2,5
1357,8,2015-02-16,0.037037037037037,27
1357,9,2015-09-16,0,29
1357,10,2016-02-11,0,74
1358,7,2014-12-12,0,14
1358,8,2015-02-15,0.0555555555555556,60
1358,9,2015-09-18,0,39
1358,10,2016-02-11,0,48
1359,7,2014-12-12,0,52
1359,8,2015-02-15,0,36
1359,9,2015-09-17,0,113
1359,10,2016-02-10,0,97
1360,9,2015-09-23,0,12
1360,10,2016-02-13,0,7
1361,7,2014-12-15,0,8
1361,8,2015-02-22,0.105263157894737,19
1361,9,2015-09-21,0.03125,32
1361,10,2016-02-13,0,22
1362,9,2015-09-21,0,10
1363,9,2015-09-21,0,10
1363,10,2016-02-15,0,21
1364,7,2014-12-15,0,35
1364,8,2015-03-01,0,11
1364,9,2015-09-24,0,28
1364,10,2016-02-13,0,41
1365,7,2014-12-07,0.333333333333333,3
1365,9,2015-09-11,0,14
1365,10,2016-02-15,0.0784313725490196,53
1366,9,2015-09-23,0,6
1366,10,2016-02-19,0.125,8
1367,7,2014-12-18,0,7
1367,9,2015-09-09,0,47
1367,10,2016-02-11,0,34
1368,7,2014-12-18,0,10
1368,8,2015-02-22,0,25
1368,9,2015-09-20,0,40
1368,10,2016-02-14,0,51
1369,7,2014-12-16,0,10
1369,8,2015-02-27,0,23
1369,9,2015-09-11,0,51
1369,10,2016-02-13,0,44
1370,7,2014-12-15,0,12
1370,8,2015-03-03,0,13
1370,9,2015-09-22,0,31
1370,10,2016-02-12,0,34
1371,7,2014-12-12,0,6
1371,8,2015-02-27,0.0909090909090909,11
1372,7,2013-12-29,0,19
1372,8,2015-03-02,0,3
1372,9,2015-09-22,0,12
1372,10,2016-02-15,0,8
1373,8,2015-03-02,0,8
1373,9,2015-10-04,0,7
1373,10,2016-02-16,0,2
1374,7,2014-12-16,0,21
1374,8,2015-02-23,0,16
1374,10,2016-02-20,0,22
1375,9,2015-08-17,0,23
1375,10,2016-02-16,0,12
1376,8,2015-02-19,0,22
1376,9,2015-09-29,0,27
1376,10,2016-02-25,0,29
1377,7,2014-12-22,0,8
1377,8,2015-02-19,0,9
1377,9,2015-09-24,0,16
1377,10,2016-02-27,0,18
1378,7,2014-12-23,0,32
1378,8,2015-02-22,0,67
1378,9,2015-09-24,0,27
1378,10,2016-02-27,0,28
1379,7,2014-12-31,0,9
1379,8,2015-02-26,0,14
1379,9,2015-09-21,0,28
1379,10,2016-02-18,0,21
1380,8,2015-02-25,0,3
1381,7,2014-12-24,0,2
1381,9,2015-09-30,0,6
1381,10,2016-02-25,0,26
1382,9,2015-10-02,0,7
1382,10,2016-02-11,0,10
1383,7,2014-12-08,0,17
1383,8,2015-02-10,0,161
1383,9,2015-09-24,0,25
1383,10,2016-02-09,0,27
1384,7,2014-12-07,0,35
1384,8,2015-02-10,0,44
1384,9,2015-09-23,0.0181818181818182,55
1384,10,2016-02-10,0,40
1385,7,2014-12-04,0,10
1385,8,2015-02-08,0,19
1385,9,2015-09-09,0.25,8
1385,10,2016-02-10,0,31
1386,8,2015-02-08,0,15
1386,9,2015-09-07,0,23
1387,7,2014-12-05,0,38
1387,8,2015-02-06,0,23
1387,9,2015-09-08,0,18
1387,10,2016-02-07,0,23
1388,8,2015-02-06,0,11
1388,9,2015-09-08,0,8
1388,10,2016-02-07,0,10
1389,7,2014-12-28,0,15
1389,9,2015-09-26,0,12
1389,10,2016-02-08,0,11
1390,7,2014-12-28,0,12
1390,8,2015-02-06,0,59
1390,9,2015-09-16,0,66
1390,10,2016-02-09,0.0188679245283019,53
1391,7,2014-12-03,0,55
1391,8,2015-02-06,0,34
1391,9,2015-09-26,0,44
1391,10,2016-02-10,0.0131578947368421,76
1392,7,2014-12-04,0,11
1392,8,2015-02-08,0,9
1392,9,2015-09-25,0,19
1392,10,2016-02-11,0,21
1393,7,2014-12-05,0,59
1393,8,2015-02-07,0,8
1393,9,2015-09-24,0,82
1393,10,2016-02-08,0,19
1394,7,2014-12-06,0,41
1394,8,2015-02-08,0,31
1394,9,2015-09-24,0,59
1394,10,2016-02-23,0,25
1395,7,2014-12-19,0.0169491525423729,63
1395,8,2015-02-23,0,16
1395,9,2015-09-18,0,40
1395,10,2016-02-23,0,36
1396,7,2014-12-19,0,12
1396,8,2015-02-24,0,28
1396,9,2015-09-22,0,14
1396,10,2016-02-24,0,25
1397,8,2015-03-03,0,16
1397,9,2015-09-20,0,12
1398,9,2015-09-21,0,3
1399,3,2012-11-06,0,4
1399,5,2013-08-01,0.0833333333333333,12
1399,6,2013-10-04,0,8
1399,7,2014-12-09,0,11
1399,8,2015-02-12,0,4
1399,10,2016-03-01,0,6
1400,1,2012-06-15,0,1
1400,2,2012-08-27,0,8
1400,3,2012-11-06,0,5
1400,5,2013-08-01,0,4
1400,6,2013-10-04,0.166666666666667,6
1400,7,2014-12-09,0,3
1400,8,2015-02-12,0,3
1400,9,2015-09-23,0,16
1400,10,2016-03-01,0,10
1401,7,2013-01-01,0,3
1401,8,2015-02-11,0,5
1401,10,2016-03-03,0,2
1402,2,2012-09-11,0.0833333333333333,12
1402,3,2012-11-07,0,7
1402,7,2014-12-11,0,20
1402,9,2015-10-01,0,6
1403,1,2012-06-16,0.0515463917525773,110
1403,2,2012-08-27,0.0152671755725191,270
1403,3,2012-11-03,0.0339805825242718,207
1403,4,2013-05-29,0.0285714285714286,75
1403,5,2013-08-01,0,96
1403,6,2013-10-04,0.0298507462686567,69
1403,7,2014-12-10,0,48
1403,8,2015-02-13,0,49
1403,9,2015-10-01,0,97
1403,10,2016-02-12,0,36
1404,1,2012-02-16,0,11
1404,2,2012-08-27,0.0384615384615385,28
1404,3,2012-11-07,0.03125,32
1404,5,2013-08-01,0,24
1404,6,2013-10-04,0.142857142857143,35
1404,7,2014-12-10,0,16
1404,8,2015-02-13,0,35
1404,9,2015-09-30,0,24
1404,10,2016-02-12,0,33
1405,1,2012-07-08,0.027027027027027,37
1405,2,2012-09-09,0.0930232558139535,45
1405,3,2012-11-04,0,30
1405,4,2013-06-02,0.0172413793103448,59
1405,5,2013-08-04,0.0352941176470588,86
1405,6,2013-09-11,0,20
1405,7,2014-12-07,0,5
1405,8,2015-02-14,0,39
1405,9,2015-10-06,0,33
1405,10,2016-03-03,0,36
1406,1,2012-07-08,0,5
1406,2,2012-09-09,0,4
1406,4,2013-06-02,0,5
1407,2,2012-08-21,0,7
1407,4,2013-06-10,0,3
1407,5,2013-08-06,0,5
1407,6,2013-10-10,0,5
1407,7,2014-12-10,0,17
1407,9,2015-09-21,0,8
1407,10,2016-02-23,0,12
1408,1,2012-06-22,0.1,20
1408,2,2012-08-21,0,39
1408,6,2013-10-10,0.111111111111111,9
1408,9,2015-09-21,0,3
1409,3,2012-11-04,0,5
1409,7,2014-12-10,0,40
1409,9,2015-09-22,0.333333333333333,7
1410,1,2012-06-22,0.05,20
1410,2,2012-08-21,0,14
1410,3,2012-11-04,0,16
1410,4,2013-06-11,0,5
1410,5,2013-08-06,0,11
1410,6,2013-10-10,0,24
1410,7,2014-12-10,0.105263157894737,20
1410,8,2015-02-12,0,16
1410,10,2016-02-23,0,11
1411,8,2015-02-10,0,11
1411,9,2015-09-14,0.333333333333333,11
1411,10,2016-02-08,0,4
1412,8,2015-02-10,0,22
1412,9,2015-09-15,0,4
1412,10,2016-02-08,0.0909090909090909,11
1413,8,2015-02-10,0.0666666666666667,15
1413,9,2015-09-17,0,5
1413,10,2016-02-08,0,16
1414,8,2015-02-10,0,14
1414,9,2015-09-15,0,17
1414,10,2016-02-11,0,5
1415,7,2014-12-08,0,7
1415,8,2015-02-12,0,11
1415,9,2015-09-14,0,9
1415,10,2016-02-07,0,10
1416,7,2014-12-09,0.296296296296296,35
1416,8,2015-02-11,0,2
1416,9,2015-09-14,0,18
1416,10,2016-02-08,0,20
1417,7,2014-12-12,0.133333333333333,15
1417,8,2015-02-15,0,39
1417,9,2015-09-18,0.0555555555555556,36
1417,10,2016-02-11,0.05,41
1418,9,2015-09-30,0,10
1419,8,2015-02-18,0,16
1419,9,2015-09-20,0,35
1419,10,2016-02-19,0,41
1420,8,2015-02-18,0,13
1420,9,2015-09-20,0,28
1420,10,2016-02-22,0,37
1421,7,2014-12-05,0,10
1421,8,2015-02-22,0,13
1421,9,2015-09-20,0.037037037037037,41
1421,10,2016-02-12,0,33
1422,7,2014-12-05,0.0357142857142857,31
1422,8,2015-02-18,0,3
1422,9,2015-09-12,0,40
1422,10,2016-02-14,0.0256410256410256,39
1423,7,2014-12-15,0,32
1423,8,2015-02-18,0,11
1423,9,2015-09-10,0,51
1423,10,2016-02-19,0,45
1424,7,2014-12-16,0,3
1424,9,2015-09-08,0,29
1424,10,2016-02-12,0,36
1425,7,2014-12-16,0,41
1425,9,2015-09-10,0,28
1425,10,2016-02-14,0,45
1426,7,2014-12-15,0,37
1426,9,2015-09-10,0.0263157894736842,38
1426,10,2016-02-12,0,50
1427,7,2014-12-16,0,10
1427,8,2015-02-19,0,1
1427,9,2015-09-20,0,7
1427,10,2016-02-15,0,18
1428,8,2015-02-18,0,7
1428,9,2015-10-03,0,6
1428,10,2016-02-14,0,7
1429,7,2014-12-18,0,9
1429,8,2015-02-18,0,19
1429,9,2015-08-14,0,9
1429,10,2016-02-09,0,27
1430,7,2014-12-18,0,11
1430,8,2015-03-02,0,10
1430,9,2015-09-22,0,17
