"event","fulldate","cov_all","grid_cell"
2,2012-08-17,0.235294117647059,694
3,2013-06-21,0.8,694
4,2013-10-27,0.0941176470588235,694
1,2012-06-27,0.266666666666667,695
2,2012-08-17,0.622222222222222,695
3,2012-11-12,0.8,695
4,2013-06-21,0.207407407407407,695
5,2013-08-15,0.592592592592593,695
6,2013-10-27,0.622222222222222,695
1,2012-06-28,0.116666666666667,698
2,2012-08-19,0.616666666666667,698
3,2012-11-09,0.516666666666667,698
4,2013-06-18,0.683333333333333,698
5,2013-08-12,0.8,698
6,2013-10-24,0.483333333333333,698
1,2012-06-29,0.578723404255319,699
2,2012-08-19,0.119148936170213,699
3,2012-11-10,0.8,699
4,2013-06-18,0.391489361702128,699
5,2013-08-11,0.731914893617021,699
6,2013-10-25,0.153191489361702,699
1,2012-07-06,0.266666666666667,701
2,2012-09-06,0.2,701
3,2012-10-25,0.166666666666667,701
4,2013-06-05,0.5,701
5,2013-10-17,0.8,701
1,2013-06-05,0.0888888888888889,702
2,2013-08-12,0.0222222222222222,702
3,2013-10-17,0.8,702
1,2012-07-07,0.46027397260274,703
2,2012-09-05,0.317808219178082,703
3,2012-10-28,0.295890410958904,703
4,2013-06-06,0.8,703
5,2013-08-25,0.252054794520548,703
6,2013-10-16,0.241095890410959,703
1,2012-09-03,0.457142857142857,704
2,2012-10-23,0.571428571428572,704
3,2013-08-25,0.571428571428572,704
4,2013-10-14,0.8,704
1,2012-09-03,0.436363636363636,705
2,2012-10-24,0.436363636363636,705
3,2013-06-08,0.8,705
4,2013-10-14,0.509090909090909,705
1,2012-07-03,0.8,706
2,2012-09-03,0.775,706
3,2012-10-24,0.55,706
4,2013-06-08,0.475,706
5,2013-08-25,0.7,706
1,2012-10-28,0.8,707
1,2012-08-22,0.676923076923077,708
2,2013-06-07,0.8,708
3,2013-08-07,0.0615384615384615,708
4,2013-10-08,0.246153846153846,708
1,2012-07-02,0.8,709
2,2012-08-22,0.547368421052632,709
3,2013-08-07,0.631578947368421,709
4,2013-10-08,0.210526315789474,709
1,2012-06-27,0.4,736
2,2012-08-17,0.533333333333333,736
3,2012-11-12,0.8,736
4,2013-06-21,0.426666666666667,736
5,2013-08-15,0.373333333333333,736
6,2013-10-27,0.293333333333333,736
1,2012-08-20,0.6,738
2,2012-11-09,0.8,738
1,2012-08-21,0.453333333333333,739
2,2012-11-09,0.8,739
3,2013-08-15,0.0533333333333333,739
4,2013-10-24,0.16,739
1,2012-06-28,0.266666666666667,740
2,2012-08-21,0.488888888888889,740
3,2012-11-11,0.266666666666667,740
4,2013-08-14,0.8,740
1,2012-08-20,0.266666666666667,741
2,2012-11-09,0.355555555555556,741
3,2013-06-18,0.8,741
4,2013-08-11,0.118518518518519,741
1,2012-08-20,0.588235294117647,742
2,2012-11-10,0.588235294117647,742
3,2013-06-18,0.8,742
4,2013-08-11,0.776470588235294,742
5,2013-10-25,0.705882352941177,742
1,2012-09-06,0.145454545454545,743
2,2012-10-25,0.654545454545455,743
3,2013-06-05,0.0727272727272727,743
4,2013-08-23,0.8,743
5,2013-10-17,0.363636363636364,743
1,2012-07-06,0.144,744
2,2012-09-12,0.096,744
3,2012-10-25,0.464,744
4,2013-06-05,0.8,744
5,2013-08-23,0.032,744
6,2013-10-17,0.24,744
1,2012-07-06,0.533333333333333,745
2,2012-09-06,0.533333333333333,745
3,2012-10-25,0.533333333333333,745
4,2013-06-05,0.533333333333333,745
5,2013-08-12,0.8,745
1,2012-07-05,0.509090909090909,746
2,2012-09-06,0.678787878787879,746
3,2012-10-25,0.8,746
4,2013-06-05,0.315151515151515,746
5,2013-08-23,0.193939393939394,746
6,2013-10-17,0.557575757575758,746
1,2012-07-05,0.51063829787234,747
2,2012-09-06,0.731914893617021,747
3,2012-10-25,0.578723404255319,747
4,2013-06-05,0.595744680851064,747
5,2013-08-23,0.8,747
6,2013-10-17,0.629787234042553,747
1,2012-09-05,0.44,748
2,2012-10-25,0.56,748
3,2013-06-06,0.72,748
4,2013-08-25,0.8,748
5,2013-10-16,0.58,748
1,2013-08-25,0.8,749
1,2012-09-05,0.8,750
2,2013-08-25,0.8,750
1,2012-10-28,0.8,751
2,2013-06-08,0.711111111111111,751
3,2013-08-25,0.711111111111111,751
1,2012-07-03,0.180645161290323,752
2,2012-09-03,0.335483870967742,752
3,2012-10-28,0.8,752
4,2013-06-08,0.335483870967742,752
1,2012-10-28,0.282352941176471,753
2,2013-06-07,0.8,753
3,2013-08-07,0.470588235294118,753
