"mid.x","mid.y","loc.id","closest.chw.name","multi.chw.flag"
26.6598329457772,-17.3506296206014,361,"so Luyaba Rural Health Centre Chikamba",0
26.6598329457772,-17.3416464677602,362,"so Luyaba Rural Health Centre Siansungo",0
26.6598329457772,-17.332663314919,363,"so Luyaba Rural Health Centre Siansungo",0
26.6598329457772,-17.3236801620778,364,"so Luyaba Rural Health Centre Siansungo",0
26.6598329457772,-17.3146970092366,365,"so Sipatunyana RHC Kasikili",0
26.6598329457772,-17.3057138563954,366,"so Sipatunyana RHC Kasikili",0
26.6598329457772,-17.2697812450306,367,"so Sipatunyana RHC Kasikili",0
26.6598329457772,-17.2428317865071,368,"so Sipatunyana RHC Munakanyemba",0
26.6598329457772,-17.2338486336659,369,"so Sipatunyana RHC Munakanyemba",0
26.6598329457772,-17.2248654808247,370,"so Sipatunyana RHC Munakanyemba",0
26.6598329457772,-17.2158823279835,371,"so Sipatunyana RHC Munakanyemba",0
26.6598329457772,-17.2068991751423,372,"so Sipatunyana RHC Munakanyemba",0
26.6598329457772,-17.1979160223011,373,"so Sikweya HP School",1
26.6598329457772,-17.1889328694599,374,"so Sikweya HP School",1
26.6598329457772,-17.1799497166187,375,"so Mukwela RHC Middleton",0
26.6598329457772,-17.1709665637775,376,"so Mukwela RHC Middleton",0
26.6598329457772,-17.1619834109363,377,"so Mukwela RHC Middleton",0
26.6598329457772,-17.1530002580951,378,"so Mukwela RHC Middleton",0
26.6598329457772,-17.1440171052539,379,"so Mukwela RHC Middleton",0
26.6692833921355,-17.4494443018545,380,"so Luyaba Rural Health Centre Chaambya",0
26.6692833921355,-17.4404611490133,381,"so Luyaba Rural Health Centre Chaambya",0
