"grid_cell","round","prev","N"
2078,10,0,48
2079,9,0,12
2080,9,0,33
2080,10,0,25
2081,9,0,43
2081,10,0,29
2082,9,0,38
2082,10,0,52
2083,9,0,40
2084,7,0,151
2084,8,0.285714285714286,7
2084,9,0,30
2084,10,0,46
2085,10,0,12
2086,7,0,12
2086,9,0,17
2086,10,0,7
2087,7,0.142857142857143,8
2087,9,0,32
2087,10,0,27
2088,7,0,45
2088,8,0,52
2088,9,0,57
2088,10,0,30
2089,7,0,46
2089,8,0.032258064516129,38
2089,9,0,38
2089,10,0,46
2090,7,0,81
2090,8,0,20
2090,9,0,37
2090,10,0,34
2091,7,0,17
2091,10,0,6
2092,8,0,4
2093,7,0.0103092783505155,123
2093,8,0,11
2093,9,0.00625,164
2093,10,0,99
2094,7,0.024390243902439,378
2094,8,0.020979020979021,146
2094,9,0.00336700336700337,311
2094,10,0.00383141762452107,261
2095,7,0.113636363636364,44
2095,9,0,24
2095,10,0,9
2096,9,0,7
2097,8,0.142857142857143,7
2098,8,0,9
2098,9,0,5
2098,10,0,3
2099,7,0.08,25
2099,8,0,11
2100,1,0.36,31
2100,2,0.0769230769230769,26
2100,3,0.05,40
2100,4,0.0967741935483871,31
2100,5,0.0769230769230769,13
2100,6,0.00862068965517241,117
2100,7,0.0529801324503311,159
2100,8,0,56
2100,9,0,6
2100,10,0,13
2101,1,0.260869565217391,23
2101,2,0.107142857142857,28
2101,3,0,35
2101,4,0.151515151515152,33
2101,5,0,21
2101,6,0.0869565217391304,24
2101,7,0.032258064516129,33
2101,9,0,27
2101,10,0,13
2102,8,0,3
2103,4,0.111111111111111,45
2103,5,0.150943396226415,53
2103,6,0.0517241379310345,58
2104,9,0,8
2105,1,0.176470588235294,17
2105,2,0.05,20
2105,3,0,13
2105,4,0,13
2105,5,0,9
2106,8,0.0909090909090909,12
2107,8,0.352941176470588,19
2107,9,0,15
2108,8,0.2,26
2108,9,0,50
2109,10,0,16
2110,8,0,24
2110,9,0,11
2110,10,0,43
2111,9,0,34
2111,10,0,27
2112,9,0,5
2113,9,0,5
2114,7,0.0823529411764706,85
2114,8,0,3
2114,9,0,70
2114,10,0,99
2115,9,0,17
2115,10,0,20
2116,7,0,20
2116,8,0,35
2116,9,0,81
2116,10,0,70
2117,7,0,19
2117,8,0,16
2117,9,0,19
2117,10,0,18
2118,7,0,22
2118,8,0,2
2118,10,0,12
2119,7,0,7
2119,8,0,16
2119,10,0,17
2120,7,0,16
2120,9,0,15
2120,10,0,17
2121,7,0,6
2122,8,0,1
2122,10,0,12
2123,7,0.0217391304347826,50
2123,8,0,9
2123,9,0,66
2123,10,0.0112359550561798,89
2124,7,0.03,103
2124,8,0,51
2124,9,0.0333333333333333,138
2124,10,0.00675675675675676,149
2125,7,0,10
2125,9,0,3
2125,10,0.0909090909090909,12
2126,7,0.0833333333333333,25
2126,8,0,13
2126,9,0,13
2127,7,0,4
2127,8,0,9
2127,9,0,4
2128,8,0,6
2128,10,0,6
2129,8,0,18
2129,10,0,7
2130,10,0,3
2131,10,0,8
2132,1,0.194444444444444,36
2132,2,0.0707070707070707,99
2132,3,0.027027027027027,38
2132,4,0.135135135135135,37
2132,5,0.0571428571428571,37
2132,6,0.0294117647058824,34
2132,7,0,15
2132,8,0,8
2132,9,0.0555555555555556,36
2133,1,0.111111111111111,9
2133,7,0,3
2133,10,0,6
2134,3,0.6,5
2134,9,0,6
2135,1,0.333333333333333,3
2135,2,0.0833333333333333,12
2135,3,0,9
2136,1,0.285714285714286,7
2136,7,0,3
2137,8,0.05,22
2137,9,0,19
2137,10,0,35
2138,8,0.461538461538462,17
2138,9,0,22
2138,10,0,36
2139,8,0.128205128205128,41
2139,9,0,72
2140,9,0,7
2141,9,0,20
2142,9,0,7
2142,10,0,9
2143,7,0.222222222222222,83
2143,9,0,83
2143,10,0.0185185185185185,54
2144,7,0,10
2144,9,0,18
2144,10,0,14
2145,8,0,23
2145,9,0,38
2145,10,0,23
2146,7,0,13
2146,8,0,42
2146,9,0,44
2146,10,0,33
2147,7,0.05,280
2147,9,0,49
2147,10,0,22
2148,9,0,31
2148,10,0.0909090909090909,17
2149,7,0,14
2149,9,0,25
2149,10,0,15
2150,7,0,16
2150,8,0,4
2150,9,0,3
2150,10,0,10
2151,7,0,6
2151,10,0,11
2152,7,0,28
2152,8,0.0714285714285714,14
2152,9,0,25
2152,10,0,33
2153,7,0.06,50
2153,8,0,31
2153,9,0.06,51
2153,10,0,87
2154,7,0.153846153846154,13
2154,9,0,16
2154,10,0,20
2155,7,0,3
2156,1,0.307692307692308,13
2156,2,0.2,5
2156,3,0.0434782608695652,23
2156,4,0.153846153846154,28
2156,5,0.0555555555555556,19
2156,6,0,17
2156,7,0,6
2156,8,0,6
2156,9,0,15
2157,1,0.259259259259259,39
2157,2,0.0769230769230769,13
2157,4,0.210526315789474,39
2157,5,0,18
2157,6,0,33
2157,7,0,13
2157,8,0,3
2157,9,0,21
2157,10,0,16
2158,1,0.1,10
2158,2,0,14
2158,5,0.0555555555555556,18
2158,6,0,8
2158,8,0.142857142857143,7
2158,9,0,7
2158,10,0,12
2159,1,0.414634146341463,44
2159,2,0.125,32
2159,3,0,66
2159,4,0.212121212121212,35
2159,5,0.0909090909090909,33
2159,6,0.0714285714285714,28
2159,7,0,12
2159,9,0,13
2160,1,0.111111111111111,9
2160,2,0,10
2160,4,0.2,5
2160,5,0,11
2160,6,0,16
2161,8,0.233333333333333,31
2161,9,0,9
2161,10,0,22
2162,9,0,5
2162,10,0,6
2163,8,0.264150943396226,61
2163,9,0.0175438596491228,57
2163,10,0.0416666666666667,24
2164,9,0,34
2164,10,0,31
2165,9,0,20
2165,10,0,25
2166,8,0,6
2166,10,0,12
2167,8,0,7
2167,9,0,12
2167,10,0,5
2168,8,0.333333333333333,9
2168,9,0,42
2168,10,0,45
2169,10,0.142857142857143,14
2170,7,0,3
2170,9,0,15
2170,10,0,15
2171,9,0,1
2172,7,0,8
2173,7,0.0285714285714286,35
2173,8,0,27
2173,9,0,38
2173,10,0,36
2174,7,0,27
2174,8,0,46
2174,9,0,52
2174,10,0,57
2175,8,0,6
2175,9,0,27
2175,10,0,5
2176,7,0,12
2176,9,0,10
2176,10,0,16
2177,7,0,5
2178,7,0,4
2179,7,0,8
2179,9,0,7
2179,10,0,6
2180,7,0.0833333333333333,13
2180,8,0,8
2181,7,0.0576923076923077,53
2181,8,0,38
2181,9,0,49
2181,10,0,53
2182,7,0,47
2182,8,0,70
2182,9,0.0681818181818182,45
2182,10,0.0285714285714286,35
2183,7,0.0142857142857143,73
2183,8,0,46
2183,9,0,82
2183,10,0,21
2184,7,0,25
2184,8,0,32
2184,9,0,31
2184,10,0,39
2185,7,0,30
2185,8,0,4
2185,9,0,17
2185,10,0,22
2186,8,0,14
2187,1,0.0344827586206897,29
2187,2,0.08,25
2187,4,0.25,12
2187,5,0.0833333333333333,12
2187,6,0.0714285714285714,14
2187,7,0.125,8
2187,8,0,20
2187,9,0,15
2187,10,0,9
2188,1,0.0869565217391304,56
2188,2,0,25
2188,4,0.222222222222222,18
2188,5,0.0344827586206897,29
2188,6,0,12
2188,7,0.0588235294117647,17
2188,8,0,15
2188,9,0,33
2189,1,0,5
2189,2,0.166666666666667,6
2189,4,0.363636363636364,11
2189,5,0.0645161290322581,31
2189,7,0,12
2189,8,0.142857142857143,7
2189,9,0.0526315789473684,20
2190,3,0,3
2191,1,0.3,10
2191,2,0,10
2191,3,0,21
2191,4,0.0952380952380952,21
2191,5,0,9
2191,6,0,15
2191,7,0,8
2191,9,0.333333333333333,3
2191,10,0,10
2192,1,0,6
2192,2,0.125,8
2192,9,0,2
2193,1,0.1,60
2193,2,0.0508474576271186,59
2193,3,0.0666666666666667,30
2193,4,0.135135135135135,37
2193,6,0.0294117647058824,34
2193,7,0.0102040816326531,99
2193,8,0,37
2193,9,0,15
2193,10,0,19
2194,9,0,17
2195,8,0,6
2196,8,0.333333333333333,21
2196,9,0,12
2196,10,0.0454545454545455,22
2197,8,0.142857142857143,16
2197,9,0,38
2197,10,0.0714285714285714,42
2198,8,0.434782608695652,35
2198,9,0,5
2198,10,0,33
2199,9,0.125,8
2199,10,0,61
2200,7,0,8
2200,8,0.166666666666667,6
2200,9,0.25,16
2201,7,0,9
2201,8,0.166666666666667,27
2201,9,0.214285714285714,14
2201,10,0,7
2202,9,0,13
2202,10,0,7
2203,9,0,18
2203,10,0,24
2204,7,0.027027027027027,37
2204,8,0.0597014925373134,172
2204,9,0,99
2204,10,0,102
2205,9,0,22
2205,10,0,3
2206,7,0,25
2206,8,0,28
2206,9,0,26
2206,10,0,25
2207,7,0,24
2207,8,0,8
2207,9,0,53
2207,10,0,37
2208,7,0.0714285714285714,14
2208,8,0,17
2208,9,0,31
2208,10,0,26
2209,7,0,47
2209,8,0,94
2209,9,0,47
2209,10,0,37
2210,7,0,35
2210,8,0,2
2210,9,0,37
2210,10,0,29
2211,7,0,31
2211,8,0,25
2211,9,0,78
2211,10,0,81
2212,7,0,6
2212,9,0.105263157894737,19
2212,10,0,16
2213,7,0,8
2213,9,0,14
2213,10,0,4
2214,7,0,22
2214,9,0.0222222222222222,45
2214,10,0,51
2215,7,0,4
2216,7,0,4
2216,9,0,6
2216,10,0,10
2217,7,0,1
2217,8,0,14
2218,7,0,5
2219,7,0,30
2219,8,0.142857142857143,11
2219,9,0,21
2219,10,0.027027027027027,37
2220,7,0.166666666666667,6
2220,9,0,7
2220,10,0,6
2221,7,0.021978021978022,92
2221,8,0.0135135135135135,75
2221,9,0,102
2221,10,0,86
2222,7,0,9
2223,8,0,11
2224,9,0,2
2225,9,0,8
2226,1,0.285714285714286,7
2226,8,0,5
2227,1,0.5,2
2227,8,0,6
2228,4,0.307692307692308,13
2228,6,0,27
2228,7,0,17
2228,8,0,14
2228,9,0,11
2229,9,0,8
2230,2,0,2
2230,3,0,8
2230,4,0,3
2230,6,0,5
2230,7,0.0833333333333333,12
2231,1,0,8
2231,2,0,14
2231,9,0,2
2232,9,0,8
2232,10,0,5
2233,10,0,24
2234,8,0.176470588235294,17
2234,9,0,31
2234,10,0,24
2235,9,0.05,21
2235,10,0,21
2236,8,0.217948717948718,89
2236,9,0.04,50
2236,10,0.0777777777777778,90
2237,7,0,27
2237,8,0.217391304347826,33
2237,9,0.119047619047619,43
2237,10,0,32
2238,7,0,36
2238,8,0.5,11
2238,9,0,8
2238,10,0,44
2239,7,0,21
2239,8,0.0625,20
2239,9,0.222222222222222,18
2240,7,0,70
2240,8,0.0754716981132075,60
2240,9,0.074468085106383,98
2240,10,0,47
2241,9,0,8
2242,9,0,39
2242,10,0.0217391304347826,46
2243,7,0.037037037037037,82
2243,8,0.0454545454545455,23
2243,9,0,39
2243,10,0,129
2244,10,0,6
2245,9,0,17
2245,10,0,7
2246,9,0,31
2246,10,0,18
2247,7,0,13
2247,8,0,22
2247,9,0,31
2247,10,0,55
2248,8,0,39
2248,9,0,29
2248,10,0,44
2249,8,0.0526315789473684,23
2249,10,0,26
2250,9,0,6
2250,10,0,5
2251,9,0,12
2251,10,0,6
2252,7,0,38
2252,8,0,21
2252,9,0,34
2252,10,0,41
2253,7,0,10
2253,9,0,40
2253,10,0,31
2254,7,0,5
2254,9,0,6
2254,10,0,5
2255,7,0,11
2255,9,0,12
2255,10,0,14
2256,7,0,7
2256,9,0,38
2256,10,0,33
2257,7,0,27
2257,9,0,7
2257,10,0,20
2258,7,0,126
2258,9,0,119
2258,10,0,81
2259,7,0.00917431192660551,109
2259,9,0,87
2259,10,0,82
2260,7,0,25
2260,9,0.0833333333333333,12
2260,10,0,10
2261,7,0.0151515151515152,66
2261,8,0,14
2261,9,0.015625,65
2261,10,0,40
2262,7,0.0434782608695652,24
2262,8,0,10
2262,9,0,24
2262,10,0,18
2263,7,0.0196078431372549,51
2263,8,0,103
2263,9,0.0298507462686567,72
2263,10,0,92
2264,7,0,33
2264,8,0,14
2264,9,0,34
2265,7,0,37
2265,8,0,11
2265,9,0,32
2265,10,0,26
2266,7,0,5
2266,8,0,8
2266,9,0,11
2266,10,0,14
2267,7,0,7
2268,7,0,16
2268,8,0,15
2269,7,0.0238095238095238,43
2269,8,0.0212765957446809,53
2269,9,0.0178571428571429,57
2270,7,0,10
2270,8,0,2
2270,10,0,16
2271,8,0,11
2271,9,0,5
2272,8,0,10
2273,1,0.333333333333333,3
2273,2,0,4
2273,4,0,4
2273,8,0,4
2274,8,0.111111111111111,9
2275,1,0,4
2275,4,0,5
2275,5,0.4,5
2275,6,0.0909090909090909,11
2275,9,0,3
2276,2,0.4,10
2276,3,0,9
2276,4,0.363636363636364,11
2276,6,0,10
2276,7,0,9
2276,9,0,6
2276,10,0,4
2277,1,0.102564102564103,39
2277,2,0,33
2277,3,0.0810810810810811,37
2277,4,0.0857142857142857,38
2277,5,0,25
2277,6,0,23
2277,7,0,20
2277,8,0.01,101
2277,9,0,22
2277,10,0,27
2278,1,0.153846153846154,13
2278,2,0,10
2278,3,0.05,20
2278,4,0.175,40
2278,5,0.0204081632653061,49
2278,6,0,2
2278,7,0.0222222222222222,47
2278,9,0,38
2278,10,0,33
2279,1,0.256410256410256,39
2279,2,0,18
2279,3,0,23
2279,4,0.103448275862069,29
2279,6,0,22
2279,7,0,8
2279,8,0,11
2279,9,0,23
2279,10,0.133333333333333,15
2280,8,0,7
2281,1,0,16
2282,8,0,2
2282,9,0.0625,16
2282,10,0,10
2283,8,0.166666666666667,6
2284,9,0,9
2284,10,0,33
2285,9,0.133333333333333,16
2285,10,0,36
2286,9,0.230769230769231,15
2287,8,0,24
2287,9,0.027027027027027,37
2288,7,0,25
2288,8,0,22
2288,9,0,7
2288,10,0,15
2289,7,0,19
2289,8,0,4
2289,9,0,13
2289,10,0,22
2290,7,0,18
2290,8,0.111111111111111,29
2290,9,0,88
2290,10,0,98
2291,7,0.02,50
2291,8,0.285714285714286,43
2291,9,0.00806451612903226,124
2291,10,0.0105263157894737,95
2292,8,0.137931034482759,34
2292,9,0,6
2293,7,0.125,8
2293,8,0.0769230769230769,43
2293,10,0.0105820105820106,191
2294,9,0.117647058823529,17
2295,9,0,34
2296,9,NA,1
2296,10,0,6
2297,7,0.277777777777778,18
2297,8,0,13
2297,9,0,76
2297,10,0,48
2298,7,0,3
2298,8,0,23
2298,9,0,3
2298,10,0,9
2299,7,0,7
2299,9,0,33
2299,10,0,34
2300,7,0,8
2300,8,0,38
2300,9,0,8
2300,10,0,27
2301,8,0,2
2301,9,0,9
2301,10,0,8
2302,7,0.0357142857142857,30
2302,8,0,16
2302,9,0,17
2302,10,0,36
2303,7,0.043956043956044,97
2303,8,0,44
2303,9,0,44
2303,10,0,83
2304,7,0.0689655172413793,30
2304,8,0.0588235294117647,17
2304,9,0,59
2304,10,0,29
2305,7,0.0571428571428571,35
2305,9,0,13
2305,10,0,30
2306,8,0,5
2306,10,0,10
2307,8,0,9
2307,9,0,15
2307,10,0,19
2308,7,0,7
2308,9,0,14
2308,10,0,18
2309,7,0,37
2309,9,0,15
2309,10,0,7
2310,7,0,3
2310,9,0,10
2310,10,0.1,10
2311,7,0,5
2311,10,0,11
2312,7,0,37
2312,8,0,32
2312,9,0.0222222222222222,45
2312,10,0,1
2313,7,0.0384615384615385,26
2313,8,0,22
2313,9,0.0333333333333333,32
2313,10,0,8
2314,7,0,2
2314,8,0,6
2314,9,0,10
2314,10,0,5
2315,7,0,19
2315,8,0,5
2315,9,0,21
2315,10,0.0769230769230769,13
2316,7,0,22
2316,8,0,14
2316,9,0,4
2317,7,0,30
2317,8,0,18
2317,9,0,19
2317,10,0,32
2318,7,0,19
2318,8,0,10
2319,9,0,3
2320,8,0,3
2321,7,0,32
2321,8,0,8
2321,9,0,31
2321,10,0,40
2322,7,0,13
2322,9,0,9
2322,10,0,10
2323,7,0,5
2324,8,0,7
2324,9,0.0526315789473684,19
2325,2,0.027027027027027,37
2325,3,0.0365853658536585,82
2325,4,0.321428571428571,56
2325,5,0.0476190476190476,63
2325,6,0.0625,32
2325,7,0,42
2325,8,0.2,10
2325,9,0,23
2326,8,0.2,5
2327,1,0.169491525423729,59
2327,2,0.117647058823529,68
2327,3,0.0909090909090909,33
2327,4,0.242424242424242,72
2327,5,0.0588235294117647,34
2327,6,0.0238095238095238,42
2327,7,0.0625,34
2327,9,0,24
2328,1,0.75,8
2328,2,0.125,8
2328,3,0,8
2328,4,0.217391304347826,23
2328,6,0,9
2328,7,0,4
2328,9,0,5
2329,1,0.0833333333333333,12
2329,2,0,5
2329,3,0,7
2329,4,0.25,12
2329,6,0,16
2329,7,0,13
2329,9,0,14
2329,10,0,8
2330,1,0.0571428571428571,35
2330,2,0,50
2330,3,0,24
2330,4,0.05,20
2330,5,0.037037037037037,54
2330,6,0,9
2330,7,0,17
2330,8,0.025,40
2330,9,0,50
2331,3,1,1
2331,8,0,3
2332,8,0.3125,16
2332,9,0,67
2332,10,0.0241935483870968,125
2333,8,0,9
2333,10,0.2,10
2334,10,0,27
2335,10,0,17
2336,8,0.121951219512195,44
2336,9,0,48
2336,10,0.0512820512820513,40
2337,7,0.032258064516129,31
2337,8,0,4
2337,9,0,64
2337,10,0,48
2338,7,0,16
2338,8,0.0952380952380952,36
2338,9,0.0232558139534884,43
2338,10,0,46
2339,8,0.125,8
2339,9,0,18
2340,8,0.108108108108108,37
2340,9,0.0263157894736842,38
2341,8,0.1,11
2341,9,0.0555555555555556,43
2342,9,0.03125,32
2343,7,0,19
2343,8,0,13
2343,9,0,26
2343,10,0.0178571428571429,67
2344,7,0,10
2344,8,0,5
2344,9,0,43
2344,10,0,51
2345,9,0,44
2345,10,0,51
2346,9,0,20
2346,10,NA,3
2347,8,0,21
2347,9,0.0416666666666667,25
2347,10,0,8
2348,8,0,23
2348,9,0,30
2348,10,0,20
2349,7,0.0538922155688623,167
2350,7,0,75
2350,8,0.0697674418604651,51
2350,9,0,68
2350,10,0,75
2351,7,0.125,32
2351,8,0.176470588235294,38
2351,9,0,47
2351,10,0,31
2352,7,0.1,20
2352,8,0.0229885057471264,98
2352,9,0.0153846153846154,69
2352,10,0.0588235294117647,95
2353,7,0.075,40
2353,8,0,24
2353,9,0.0204081632653061,54
2353,10,0,41
2354,7,0,43
2354,8,0,17
2354,9,NA,2
2354,10,0,22
2355,8,0,20
2355,9,0,7
2355,10,0,5
2356,9,0,24
2356,10,0,20
2357,7,0,28
2357,9,0,58
2357,10,0,67
2358,7,0,55
2358,9,0,81
2358,10,0,76
2359,7,0,75
2359,9,0.015625,64
2359,10,0,42
2360,7,0,3
2360,9,0,9
2360,10,0,9
2361,7,0,1
2361,9,0,3
2361,10,0,3
2362,9,0.222222222222222,9
2362,10,0,4
2363,10,0,9
2364,8,0,18
2364,10,0,10
2365,8,0,10
2366,7,0,15
2366,8,0,7
2367,7,0.0421052631578947,97
2367,8,0.0327868852459016,64
2367,9,0,74
2367,10,0,48
2368,7,0,31
2368,9,0,17
2368,10,0,26
2369,7,0,22
2369,9,0.05,20
2369,10,0,21
2370,7,0,58
2370,8,0,33
2370,9,0.0227272727272727,44
2370,10,0,62
2371,7,0.125,8
2371,8,0,5
2371,9,0,19
2371,10,0,19
2372,7,0,14
2372,9,0,10
2372,10,0,7
2373,7,0,17
2373,10,0,5
2374,7,0.04,25
2375,7,0,2
2375,8,0,3
2375,9,0,5
2375,10,0,9
2376,1,0.111111111111111,9
2376,2,0.133333333333333,30
2376,4,0.208333333333333,27
2376,5,0.03125,32
2376,6,0,7
2376,7,0,12
2376,8,0,16
2376,9,0,14
2376,10,0,7
2377,1,0.08,25
2377,2,0.0294117647058824,34
2377,3,0.0277777777777778,108
2377,4,0.0333333333333333,31
2377,5,0.0909090909090909,56
2377,6,0,37
2377,7,0,86
2377,8,0,26
2377,9,0,61
2377,10,0,41
2378,1,0.142857142857143,7
2378,2,0.111111111111111,9
2378,3,0.125,8
2378,4,0.4,5
2378,5,0,6
2378,6,0,5
2378,7,0.105263157894737,20
2378,8,0.0625,16
2378,9,0,7
2378,10,0,37
2379,9,0.25,8
2380,9,0,46
2381,8,0.1,40
2381,9,0,71
2381,10,0.206896551724138,29
2382,8,0.261904761904762,42
2383,8,0,39
2383,9,0,18
2384,9,0,20
2384,10,0,23
2385,7,0,5
2385,9,0,7
2385,10,0,15
2386,7,0.0252100840336134,119
2386,8,0,70
2386,9,0.0078125,130
2386,10,0.0236220472440945,128
2387,8,0.1,10
2387,9,0,14
2387,10,0.0408163265306122,50
2388,7,0.2,10
2388,8,0,4
2388,9,0,21
2388,10,0,15
2389,9,0,51
2390,7,0.0434782608695652,23
2390,9,0,24
2390,10,0,5
2391,9,0,26
2391,10,0,23
2392,7,0,31
2392,9,0,91
2392,10,0,92
2393,7,0,28
2393,9,0,62
2393,10,0,70
2394,7,0.0204081632653061,49
2394,8,0,63
2394,9,0.05,43
2394,10,0,66
2395,7,0.0434782608695652,25
2395,8,0,58
2395,9,0,23
2395,10,0,18
2396,9,0,5
2396,10,0,10
2397,7,0,7
2397,9,0,41
2397,10,0,21
2398,7,0,22
2398,8,0.129032258064516,39
2398,9,0.0285714285714286,45
2398,10,0,17
2399,7,0.142857142857143,50
2399,8,0.0172413793103448,78
2399,9,0,29
2399,10,0,19
2400,7,0.106382978723404,51
2400,8,0.01171875,276
2400,9,0,102
2400,10,0,88
2401,7,0.0714285714285714,30
2401,8,0,38
2401,9,0,25
2401,10,0,41
2402,7,0.138888888888889,36
2402,8,0,29
2402,9,0,27
2402,10,0,28
2403,9,0,9
2404,7,0,27
2404,9,0,20
2404,10,0,25
2405,7,0,133
2405,9,0.0563380281690141,142
2405,10,0,91
2406,9,0,62
2406,10,0,53
2407,7,0,6
2407,9,0,72
2407,10,0,37
2408,7,0,4
2408,9,0.0208333333333333,48
2408,10,0.0138888888888889,72
2409,7,0,7
2409,9,0,34
2409,10,0,33
2410,7,0,6
2410,9,0,51
2410,10,0,65
2411,7,0,1
2411,9,0,27
2411,10,0,12
2412,7,0,23
2412,8,0.5,2
2412,9,0.142857142857143,29
2412,10,0,22
2413,7,0.0476190476190476,44
2413,8,0,4
2413,9,0,16
2413,10,0,19
2414,8,0,6
2415,7,0,3
2415,8,0,14
2416,8,0,4
2417,10,0,7
2418,7,0.0588235294117647,18
2418,8,0,21
2418,9,0,8
2418,10,0,25
2419,10,0,1
2420,7,0.0222222222222222,46
2420,8,0,16
2420,9,0,41
2420,10,0,41
2421,7,0.0317460317460317,66
2421,8,0,29
2421,9,0.06,53
2421,10,0,31
2422,7,0,67
2422,8,0,20
2422,9,0.0263157894736842,76
2422,10,0,57
2423,7,0.125,8
2423,8,0,6
2423,9,0,1
2423,10,0,11
2424,7,0,41
2424,8,0,17
2424,9,0.05,40
2424,10,0,43
2425,7,0,6
2425,8,0,10
2425,9,0,32
2425,10,0,32
2426,7,0,37
2426,8,0,3
2426,9,0.04,25
2426,10,0,48
2427,7,0,12
2427,9,0,9
2427,10,0,10
2428,7,0.0588235294117647,19
2429,1,0.283464566929134,127
2429,2,0.0947368421052632,96
2429,3,0.0196078431372549,102
2429,4,0.395522388059701,136
2429,5,0.12621359223301,103
2429,6,0.00806451612903226,125
2429,7,0,10
2429,9,0,29
2429,10,0.0491803278688525,63
2430,2,0,6
2430,3,0,9
2430,7,0,20
2430,8,0.333333333333333,9
2430,9,0,13
2430,10,0,20
2431,8,0,3
2432,8,0,11
2433,1,0.393939393939394,33
2433,2,0.0487804878048781,41
2433,4,0.131578947368421,38
2433,5,0.08,25
2433,6,0,20
2433,9,0.025,40
2433,10,0,27
2434,8,0,15
2434,9,0,9
2435,8,0,46
2435,9,0,22
2435,10,0,38
2436,9,0,4
2436,10,0,6
2437,8,0,11
2437,9,0.0384615384615385,26
2437,10,0.0526315789473684,19
2438,8,0,35
2438,9,0,38
2438,10,0,6
2439,7,0,8
2440,7,0.00938967136150235,432
2440,8,0.0238095238095238,114
2440,9,0.0129449838187702,320
2440,10,0.00631578947368421,479
2441,7,0.0980392156862745,51
2441,8,0,5
2441,9,0.0740740740740741,54
2441,10,0.06,50
2442,7,0,19
2442,9,0,10
2442,10,0,4
2443,7,0.285714285714286,21
2443,9,0.024390243902439,44
2443,10,0.027027027027027,38
2444,7,0.0833333333333333,12
2444,8,0.333333333333333,6
2444,9,0,3
2444,10,0,7
2445,7,0.173913043478261,23
2445,8,0,22
2445,9,0.0769230769230769,18
2445,10,0,12
2446,8,0,23
2446,9,0,27
2446,10,0,73
2447,9,0,32
2447,10,0,32
2448,7,0,12
2448,8,0.25,8
2448,9,0,16
2448,10,0,18
2449,7,0,9
2449,8,0,13
2449,9,0,10
2449,10,0,1
2450,7,0,50
2450,8,0,8
2450,9,0,32
2450,10,0,19
2451,7,0.137931034482759,30
2451,8,0,11
2451,9,0,41
2451,10,0.0652173913043478,58
2452,7,0.0851063829787234,49
2452,8,0,36
2452,9,0,53
2452,10,0,42
2453,7,0,7
2453,9,0.0476190476190476,21
2453,10,0,15
2454,7,0.134615384615385,54
2454,9,0,54
2454,10,0,89
2455,7,0.25,69
2455,8,0,67
2455,9,0.025,51
2455,10,0,57
2456,7,0.263157894736842,20
2456,8,0,65
2456,9,0,44
2456,10,0,56
2457,7,0.012987012987013,82
2457,8,0,54
2457,9,0,41
2457,10,0,49
2458,7,0.0277777777777778,36
2458,8,0.032258064516129,37
2458,9,0,21
2458,10,0,37
2459,7,0.3125,16
2459,8,0,18
2459,9,0,22
2459,10,0,18
2460,9,0,61
2460,10,0,58
2461,9,0,36
2461,10,0,54
2462,7,0,14
2462,9,0,64
2462,10,0.0344827586206897,58
2463,7,0.024390243902439,42
2463,9,0,33
2463,10,0,37
2464,7,0,8
2464,9,0,37
2464,10,0,48
2465,7,0,5
2465,9,0.025,40
2465,10,0,52
2466,7,0,8
2466,9,0,25
2466,10,0,37
2467,9,0,16
2467,10,0,3
2468,7,0,25
2468,8,0,7
2468,9,0.0588235294117647,17
2468,10,0,10
2469,7,0,9
2469,8,0,1
2469,9,0,5
2469,10,0,8
2470,8,0,7
2470,9,0,1
2471,7,0.0588235294117647,17
2471,8,0,3
2471,9,0.4,10
2472,7,0,15
2472,9,NA,1
2472,10,0,6
2473,7,0,24
2473,8,0.0454545454545455,27
2473,9,0.111111111111111,56
2473,10,0.0238095238095238,44
2474,7,0.0111111111111111,90
2474,8,0,63
2474,9,0.0387596899224806,135
2474,10,0.024390243902439,84
2475,7,0,5
2476,7,0.0833333333333333,50
2476,8,0,22
2476,9,0.027027027027027,39
2476,10,0,11
2477,7,0,4
2477,9,0,15
2478,7,0.0344827586206897,30
2478,8,0,16
2478,9,0,26
2478,10,0,8
2479,7,0.0909090909090909,46
2479,8,0,15
2479,9,0,25
2479,10,0,26
2480,7,0,13
2480,9,0,33
2480,10,0,31
2481,8,0,3
2481,9,0,8
2481,10,0,8
2482,9,0,13
2483,6,0,11
2483,7,0,7
2483,9,0,17
2484,7,0,5
2485,1,0.272727272727273,11
2485,2,0.125,8
2485,4,0,12
2485,5,0.0833333333333333,12
2485,6,0,20
2485,9,0,9
2486,1,0.128205128205128,39
2486,2,0.025,40
2486,3,0.0227272727272727,44
2486,4,0.1,50
2486,5,0.1,71
2486,6,0.0166666666666667,68
2486,7,0,44
2486,8,0,2
2486,9,0,50
2486,10,0,11
2487,1,0.125,64
2487,2,0.0246913580246914,81
2487,3,0.021978021978022,91
2487,4,0.219298245614035,116
2487,5,0.0729166666666667,96
2487,6,0.0425531914893617,94
2487,7,0,81
2487,8,0.111111111111111,9
2487,9,0,48
2487,10,0,10
2488,9,0,9
2489,9,0,2
2490,8,0,76
2490,9,0,10
2490,10,0.0666666666666667,17
2491,8,0,77
2491,9,0,19
2491,10,0,54
2492,8,0,12
2492,9,0.0476190476190476,21
2493,8,0,37
2493,10,0,21
