"grid_cell","round","prev","N"
3636,7,0.173913043478261,23
3636,9,0,21
3636,10,0,24
3637,7,0.0714285714285714,43
3637,9,0,48
3637,10,0,63
3638,7,0,13
3638,9,0,70
3638,10,0,62
3639,9,0,31
3639,10,0,27
3640,7,0,19
3640,9,0.0227272727272727,44
3640,10,0,39
3641,7,0.0512820512820513,39
3641,8,0,15
3641,9,0,52
3641,10,0.0612244897959184,49
3642,7,0,3
3643,7,0,4
3643,9,0,33
3643,10,0,28
3644,7,0,29
3644,8,0,13
3644,9,0,48
3644,10,0,61
3645,8,0,12
3645,9,0,13
3645,10,0,12
3646,7,0,7
3646,8,0,23
3646,9,0,9
3646,10,0,11
3647,9,0,9
3647,10,0,8
3648,7,0,48
3648,8,0,49
3648,9,0,35
3648,10,0,5
3649,7,0,63
3649,8,0,83
3649,9,0,77
3649,10,0,1
3650,7,0,36
3650,8,0,31
3650,9,0,57
3650,10,0,64
3651,9,0.5,2
3652,9,0.133333333333333,15
3653,7,0,5
3654,7,0.161073825503356,157
3654,8,0.0740740740740741,203
3654,9,0.133333333333333,202
3654,10,0.00609756097560976,173
3655,7,0.266331658291457,410
3655,8,0.0769230769230769,276
3655,9,0.415770609318996,346
3655,10,0.0746268656716418,383
3656,7,0.336492890995261,216
3656,8,0.110236220472441,135
3656,9,0.396907216494845,242
3656,10,0.113989637305699,232
3657,2,0.527272727272727,56
3657,7,0.2,30
3657,8,0.0606060606060606,33
3658,7,0.464285714285714,28
3659,7,0,6
3659,8,0,1
3659,10,0,5
3660,9,0,11
3661,7,0.102040816326531,49
3661,8,0,24
3661,9,0,36
3661,10,0,51
3662,7,0.0285714285714286,74
3662,8,0,63
3662,9,0,76
3662,10,0,92
3663,9,0,22
3663,10,0,10
3664,9,0,22
3664,10,0,31
3665,8,0,12
3665,9,0,17
3666,9,0,6
3667,7,0.0232558139534884,43
3667,9,0,68
3667,10,0,64
3668,7,0,12
3668,8,0.166666666666667,6
3668,9,0,41
3668,10,0,41
3669,7,0,40
3669,8,0,20
3669,9,0,40
3669,10,0,41
3670,7,0,8
3670,8,0,4
3670,9,0,13
3670,10,0,32
3671,7,0.037037037037037,54
3671,8,0.05,20
3671,9,0,40
3671,10,0,41
3672,7,0,37
3672,8,0,57
3672,9,0,45
3672,10,0,40
3673,7,0,62
3673,8,0,71
3673,9,0,64
3673,10,0,61
3674,7,0,33
3674,8,0,62
3674,9,0,82
3674,10,0,76
3675,7,0,92
3675,8,0,25
3675,9,0,119
3675,10,0,73
3676,7,0,82
3676,9,0.102564102564103,46
3676,10,0,12
3677,7,0,25
3677,9,0,22
3677,10,0,23
3678,9,0.136363636363636,67
3679,1,NA,2
3679,2,0.142857142857143,24
3679,9,0.316981132075472,305
3680,1,NA,1
3680,2,0.125,89
3680,9,0.22,55
3681,8,0.5,2
3682,10,NA,3
3683,7,0.413793103448276,29
3684,7,0.115384615384615,31
3684,8,0.0625,41
3684,9,0.192307692307692,26
3684,10,0,51
3685,7,0.244897959183673,49
3685,8,0.046875,80
3685,9,0.159420289855072,76
3685,10,0.0256410256410256,45
3686,7,0.3,50
3686,8,0.0212765957446809,58
3686,9,0.125,50
3686,10,0.0526315789473684,81
3687,7,0.347826086956522,23
3687,8,0,20
3687,9,0.153846153846154,16
3687,10,0,21
3688,7,0.0612244897959184,52
3688,8,0.0952380952380952,54
3688,9,0.173913043478261,56
3688,10,0.0563380281690141,79
3689,7,0.294117647058824,17
3689,8,0.0434782608695652,23
3689,9,0.826086956521739,29
3689,10,0.032258064516129,32
3690,7,0.230769230769231,27
3690,8,0.222222222222222,14
3690,9,0.473684210526316,42
3690,10,0.113207547169811,56
3691,7,0.2,5
3692,5,0.111111111111111,9
3692,7,0.113924050632911,79
3692,8,0,12
3692,9,0.210526315789474,113
3692,10,0.0348837209302326,92
3693,2,0.666666666666667,9
3693,7,0,10
3693,8,0,12
3693,9,0.0909090909090909,11
3693,10,0,9
3694,2,0.4,12
3694,3,0.395833333333333,48
3694,4,0.166666666666667,36
3694,7,0.266666666666667,15
3694,8,0.0714285714285714,14
3694,9,0.133333333333333,20
3694,10,0,15
3695,2,0.5,4
3695,7,0.5,6
3696,7,0.363636363636364,11
3697,1,0.347826086956522,29
3697,2,0.2,25
3697,8,0,39
3698,7,0.25,5
3699,10,0,18
3700,8,0,9
3700,9,0,7
3700,10,0,6
3701,9,0,41
3702,7,0,9
3703,7,0.0909090909090909,11
3703,9,0,8
3703,10,0,8
3704,7,0.466666666666667,15
3704,8,0,8
3704,9,0.037037037037037,28
3704,10,0,38
3705,7,0,23
3705,8,0.04,25
3705,9,0,18
3705,10,0,31
3706,7,0.0065359477124183,158
3706,8,0.00851063829787234,236
3706,9,0.0256410256410256,39
3706,10,0,72
3707,7,0.0810810810810811,37
3707,8,0,12
3707,9,0,13
3708,7,0,30
3708,8,0.1,10
3708,9,0,30
3709,7,0.0714285714285714,14
3709,8,0.0285714285714286,35
3709,9,0,50
3710,7,0.0138888888888889,73
3710,8,0,7
3710,9,0,27
3711,9,0,22
3711,10,0,16
3712,8,0.0714285714285714,14
3712,9,0,21
3712,10,0,23
3713,9,0,8
3713,10,0,30
3714,7,0,45
3714,8,0,6
3714,9,0,47
3714,10,0,26
3715,7,0,27
3715,8,0,15
3715,9,0,16
3715,10,0.037037037037037,27
3716,7,0,46
3716,8,0.0178571428571429,56
3716,9,0,70
3716,10,0,82
3717,7,0,63
3717,8,0.046875,67
3717,9,0,66
3717,10,0,75
3718,7,0.0327102803738318,219
3718,8,0.00746268656716418,158
3718,9,0,207
3718,10,0,225
3719,7,0,38
3719,8,0,36
3719,9,0,62
3719,10,0,60
3720,8,0,10
3720,9,0,6
3720,10,0,7
3721,7,0,33
3721,9,0,17
3721,10,0,16
3722,7,0,5
3723,9,0,13
3723,10,0,19
3724,7,0,16
3724,9,0,26
3724,10,0,3
3725,9,0,3
3725,10,0,2
3726,7,0.2,17
3726,8,0,19
3726,10,0,8
3727,10,0,28
3728,7,0,6
3728,8,0,10
3728,9,0.333333333333333,13
3728,10,0.333333333333333,12
3729,7,0.203389830508475,61
3729,8,0.25,9
3729,9,0.357142857142857,19
3729,10,0,20
3730,7,0.247863247863248,360
3730,8,0.0540540540540541,290
3730,9,0.279310344827586,372
3730,10,0.0553505535055351,348
3731,1,0.54726368159204,204
3731,2,0.429292929292929,199
3731,3,0.260089686098655,227
3731,4,0.325581395348837,220
3731,5,0.326829268292683,207
3731,6,0.339622641509434,160
3731,7,0.30225988700565,364
3731,8,0.192,135
3731,9,0.25,105
3731,10,0.12012987012987,342
3732,1,0.436170212765957,97
3732,2,0.214285714285714,70
3732,3,0.192488262910798,213
3732,4,0.215686274509804,205
3732,5,0.142857142857143,98
3732,6,0.148936170212766,144
3732,7,0.308411214953271,107
3732,8,0.0483870967741935,62
3732,9,0.25,86
3732,10,0.0166666666666667,60
3733,1,0.383333333333333,244
3733,2,0.171875,131
3733,3,0.105042016806723,239
3733,4,0.187793427230047,215
3733,5,0.0727272727272727,167
3733,6,0.11046511627907,177
3733,7,0.21025641025641,207
3733,8,0.076530612244898,196
3733,9,0.236842105263158,144
3733,10,0.0752688172043011,95
3734,2,0.571428571428571,22
3734,5,0.135135135135135,37
3734,8,0.0689655172413793,29
3734,10,0,12
3735,2,0.25,4
3736,2,0.454545454545455,16
3736,5,0.125,24
3736,7,0.2,6
3736,8,0,6
3736,10,0.25,8
3737,2,0.533333333333333,30
3737,7,0.222222222222222,27
3737,8,0.133333333333333,15
3737,9,0,26
3738,1,0.647058823529412,18
3738,2,0.214285714285714,15
3738,3,0.230769230769231,14
3738,6,0.1,13
3739,1,0.2,5
3739,2,0.181818181818182,12
3739,6,0,5
3740,9,0,50
3741,7,0.1,20
3741,8,0,2
3741,9,0.0161290322580645,77
3741,10,0,49
3742,9,0,31
3742,10,0,4
3743,9,0,8
3744,7,0.142857142857143,7
3744,9,0.05,20
3744,10,0,8
3745,9,0,11
3745,10,0,10
3746,7,0.333333333333333,19
3746,8,0,4
3746,9,0,8
3746,10,0,8
3747,7,0,8
3747,8,0,7
3747,9,0,11
3747,10,0,15
3748,7,0.0178571428571429,113
3748,8,0.00980392156862745,102
3748,9,0.0344827586206897,30
3748,10,0,85
3749,7,0,5
3750,7,0.0441176470588235,69
3750,8,0,9
3750,9,0.03125,34
3750,10,0,41
3751,7,0,9
3751,9,0.0833333333333333,24
3752,9,0,14
3753,9,0,11
3754,9,0,2
3755,7,0,13
3755,8,0,17
3755,9,0.0161290322580645,63
3755,10,0,47
3756,7,0,23
3756,8,0,4
3756,9,0,29
3756,10,0,24
3757,7,0,32
3757,8,0,21
3757,9,0,57
3757,10,0,61
3758,7,0,62
3758,8,0,39
3758,9,0,60
3758,10,0.0185185185185185,55
3759,7,0,25
3759,8,0,17
3759,9,0,16
3759,10,0,23
3760,7,0,96
3760,8,0,59
3760,9,0,77
3760,10,0,73
3761,7,0,20
3761,8,0,24
3761,9,0,27
3761,10,0,23
3762,7,0,28
3762,8,0,12
3762,9,0,65
3762,10,0,81
3763,7,0,5
3763,9,0,6
3763,10,0,11
3764,7,0,4
3764,9,0,3
3764,10,0,3
3765,7,0.248275862068966,296
3765,9,0.0485436893203883,115
3765,10,0.0184049079754601,201
3766,8,0,7
3767,7,0.2,156
3767,8,0.0364963503649635,173
3767,9,0.0319148936170213,117
3767,10,0,179
3768,7,0.195530726256983,192
3768,8,0.0390625,189
3768,9,0.0880503144654088,197
3768,10,0.00938967136150235,264
3769,7,0.232142857142857,175
3769,8,0.0689655172413793,159
3769,9,0.0609756097560976,107
3769,10,0,251
3770,6,0.5,2
3770,7,0,5
3770,8,0,10
3770,9,0.166666666666667,8
3770,10,0.125,9
3771,7,0.0588235294117647,34
3771,8,0.0656934306569343,174
3771,9,0.0540540540540541,48
3771,10,0,52
3772,7,0.34375,65
3772,8,0.277777777777778,37
3772,9,0.482142857142857,70
3772,10,0.0666666666666667,54
3773,1,1,4
3773,3,0.456349206349206,252
3773,4,0.527777777777778,152
3773,6,0.166666666666667,6
3773,7,0.364820846905537,314
3773,8,0.134408602150538,393
3773,9,0.313609467455621,383
3773,10,0.0820668693009119,396
3774,1,0.417322834645669,256
3774,2,0.219251336898396,189
3774,3,0.142857142857143,178
3774,4,0.167630057803468,180
3774,5,0.19672131147541,122
3774,6,0.152173913043478,141
3774,7,0.236263736263736,185
3774,8,0.0674157303370786,92
3774,9,0.222972972972973,204
3774,10,0.0470588235294118,174
3775,1,0.422459893048128,188
3775,2,0.176470588235294,155
3775,3,0.0820512820512821,195
3775,4,0.110429447852761,164
3775,5,0.11875,163
3775,6,0.102189781021898,138
3775,7,0.192857142857143,155
3775,8,0.0693069306930693,101
3775,9,0.17741935483871,101
3775,10,0.0214285714285714,143
3776,1,0.399103139013453,227
3776,2,0.145077720207254,199
3776,3,0.0810810810810811,223
3776,4,0.130890052356021,193
3776,5,0.103825136612022,184
3776,6,0.0633802816901408,142
3776,7,0.141025641025641,246
3776,8,0.0350877192982456,174
3776,9,0.0938967136150235,240
3776,10,0.0103092783505155,196
3777,1,0.573913043478261,128
3777,2,0.148936170212766,141
3777,3,0.194444444444444,108
3777,4,0.183544303797468,158
3777,5,0.0970149253731343,141
3777,6,0.0521739130434783,116
3777,7,0.291666666666667,123
3777,8,0.0536912751677852,149
3777,9,0.142857142857143,71
3777,10,0.00943396226415094,106
3778,1,0.428571428571429,8
3778,2,0,7
3778,3,0.375,8
3778,6,0.166666666666667,6
3778,7,0,8
3779,1,0.5,6
3779,2,0,5
3779,7,0.142857142857143,7
3780,1,0.75,5
3780,2,0.4,5
3780,3,0,5
3781,8,0.166666666666667,12
3781,10,0,7
3782,8,0,4
3782,9,0,11
3782,10,0,6
3783,7,0.333333333333333,12
3783,9,0,30
3783,10,0,18
3784,9,0,28
3784,10,0,20
3785,9,0,3
3786,9,0,51
3786,10,0,21
3787,7,0.25,8
3787,9,0,17
3787,10,0,11
3788,7,0.0196078431372549,51
3788,8,0,47
3788,9,0.04,25
3788,10,0,63
3789,9,0,8
3790,7,0.0212765957446809,47
3790,8,0.0285714285714286,35
3790,9,0,32
3790,10,0,47
3791,7,0,9
3791,10,0,16
3792,7,0,17
3792,9,0,5
3792,10,0,25
3793,9,0.0666666666666667,28
3794,9,0,27
3795,9,0,8
3796,9,0,4
3797,7,0,23
3797,9,0.0476190476190476,21
3798,7,0,38
3798,9,0,34
3798,10,0,35
3799,7,0.0196078431372549,51
3799,8,0.0181818181818182,55
3799,9,0.0151515151515152,67
3799,10,0,49
3800,7,0,25
3800,8,0,7
3800,9,0,26
3800,10,0,25
3801,7,0,57
3801,8,0,27
3801,9,0,31
3801,10,0,39
3802,7,0,59
3802,8,0,33
3802,9,0,54
3802,10,0,59
3803,7,0.00980392156862745,106
3803,8,0,74
3803,9,0,90
3803,10,0,89
3804,7,0,42
3804,8,0,42
3804,9,0,35
3804,10,0,52
3805,7,0,2
3805,8,0,6
3805,9,0,9
3805,10,0,6
3806,7,0,6
3806,9,0,5
3806,10,0,5
3807,9,0.142857142857143,42
3808,9,0.230769230769231,32
3809,9,0.123287671232877,88
3810,7,0.20863309352518,286
3810,9,0.0678733031674208,269
3810,10,0.130952380952381,211
3811,7,0.179487179487179,80
3811,8,0,20
3811,9,0.0731707317073171,44
3811,10,0.0714285714285714,72
3812,7,0.204651162790698,221
3812,8,0.0764331210191083,206
3812,9,0.114285714285714,265
3812,10,0.0106761565836299,327
3813,7,0.329758713136729,396
3813,8,0.0573248407643312,390
3813,9,0.148014440433213,351
3813,10,0.0282485875706215,433
3814,7,0.263636363636364,346
3814,8,0.055,262
3814,9,0.13963963963964,296
3814,10,0.0136518771331058,359
3815,7,0.302083333333333,102
3815,8,0.078125,71
3815,9,0.520547945205479,94
3815,10,0.0625,97
3816,7,0.117647058823529,17
3816,8,0.0666666666666667,35
3816,9,0.184210526315789,41
3816,10,0,27
3817,7,0.366037735849057,279
3817,8,0.238095238095238,196
3817,9,0.376383763837638,300
3817,10,0.0777027027027027,334
3818,7,0.141304347826087,93
3818,8,0.152173913043478,51
3818,9,0.186666666666667,87
3818,10,0,83
3819,1,0.392638036809816,165
3819,2,0.138613861386139,101
3819,3,0.0873015873015873,127
3819,4,0.335766423357664,141
3819,5,0.0821917808219178,73
3819,6,0.105263157894737,114
3819,7,0.191780821917808,154
3819,8,0.0521739130434783,117
3819,9,0.186915887850467,113
3819,10,0.038961038961039,160
3820,1,0.388888888888889,54
3820,2,0.027027027027027,42
3820,3,0.192307692307692,26
3820,4,0.136363636363636,22
3820,5,0.4,10
3820,6,0,21
3820,7,0.105263157894737,38
3820,8,0.0666666666666667,30
3820,9,0,17
3820,10,0,7
3821,1,0.333333333333333,16
3821,2,0.75,4
3821,3,0.7,10
3821,6,0.2,5
3821,7,0,14
3821,8,0,10
3822,1,0.391304347826087,25
3822,2,0,3
3822,3,0.166666666666667,7
3822,6,0.0714285714285714,20
3822,7,0,4
3822,8,0,3
3823,1,0.4,11
3823,8,0,11
3824,8,0,3
3825,8,0,4
3826,8,0,14
3826,9,0,17
3826,10,0,28
3827,7,0.111111111111111,18
3827,8,0.0595238095238095,85
3827,9,0,26
3827,10,0.0227272727272727,44
3828,8,0,6
3828,9,0,13
3828,10,0,4
3829,9,0,27
3830,8,0,16
3830,9,0,18
3831,7,0,7
3831,8,0,13
3831,9,0,20
3831,10,0,10
3832,7,0.0588235294117647,34
3832,8,0,10
3832,9,0,22
3832,10,0,77
3833,7,0.0666666666666667,15
3833,10,0,16
3834,7,0,13
3834,10,0,12
3835,9,0,3
3836,7,0,7
3836,9,0.111111111111111,9
3837,9,0,6
3838,7,0.0869565217391304,23
3838,8,0,5
3838,9,0,37
3838,10,0,9
3839,7,0,3
3839,9,0,8
3839,10,0,12
3840,7,0,5
3840,9,0,14
3840,10,0,21
3841,7,0.0769230769230769,13
3841,8,0,11
3841,9,0,15
3841,10,0,18
3842,7,0,46
3842,8,0,28
3842,9,0,40
3842,10,0,55
3843,7,0,29
3843,8,0,45
3843,9,0,45
3843,10,0,43
3844,9,0,28
3844,10,0,28
3845,7,0,27
3845,8,0.0588235294117647,18
3845,9,0,37
3845,10,0,39
3846,7,0,30
3846,8,0,18
3846,9,0,19
3846,10,0.0294117647058824,34
3847,8,0,4
3847,9,0,5
3848,8,0,6
3848,9,0,2
3849,9,0.125,49
3850,9,0.166666666666667,24
3851,9,0.0392156862745098,72
3851,10,0,6
3852,7,0.233576642335766,145
3852,8,0.0222222222222222,105
3852,9,0.0416666666666667,76
3852,10,0.0909090909090909,132
3853,7,0.25,8
3853,8,0.133333333333333,15
3853,9,0.25,17
3853,10,0,15
3854,9,0.0769230769230769,27
3855,7,0,15
3855,8,0,4
3856,7,0.375,17
3856,8,0,4
3856,9,0,23
3856,10,0,16
3857,7,0.20958904109589,745
3857,8,0.0508130081300813,607
3857,9,0.239520958083832,803
3857,10,0.0367534456355283,848
3858,7,0.251851851851852,142
3858,8,0.144329896907216,105
3858,9,0.363157894736842,205
3858,10,0.0757575757575758,168
3859,1,0.538461538461538,54
3859,2,0.285714285714286,36
3859,3,0.107142857142857,56
3859,4,0.488095238095238,84
3859,5,0.365079365079365,63
3859,6,0.1,50
3859,7,0.411149825783972,306
3859,8,0.16580310880829,214
3859,9,0.343096234309623,266
3859,10,0.054726368159204,229
3860,1,0.601190476190476,337
3860,2,0.142292490118577,255
3860,3,0.140151515151515,266
3860,4,0.398026315789474,304
3860,5,0.191387559808612,210
3860,6,0.111675126903553,199
3860,7,0.245762711864407,371
3860,8,0.0464285714285714,291
3860,9,0.304597701149425,213
3860,10,0.0904255319148936,386
3861,1,0.482142857142857,131
3861,2,0.120481927710843,83
3861,3,0.0686274509803922,102
3861,4,0.379310344827586,88
3861,5,0.198019801980198,104
3861,6,0.12280701754386,84
3861,7,0.285714285714286,77
3861,8,0.0459770114942529,87
3861,9,0.219178082191781,92
3861,10,0.0256410256410256,78
3862,1,0.411764705882353,18
3862,2,0.285714285714286,14
3862,3,0.214285714285714,14
3862,4,0.3,10
3862,5,0.2,5
3862,6,0.172413793103448,30
3862,7,0.4,10
3862,8,0.0454545454545455,22
3862,9,0.285714285714286,12
3862,10,0,21
3863,1,0.502702702702703,191
3863,2,0.115942028985507,141
3863,3,0.0790960451977401,177
3863,4,0.211267605633803,143
3863,5,0.130081300813008,123
3863,6,0.0598290598290598,118
3863,7,0.385321100917431,114
3863,8,0.075187969924812,135
3863,9,0.0336134453781513,139
3863,10,0.00735294117647059,138
3864,5,0,4
3865,1,0.2,15
3865,2,0.238095238095238,23
3865,3,0,5
3866,7,0,7
3866,8,0.176470588235294,19
3867,1,0.25,4
3867,2,0.2,20
3867,3,0.153846153846154,17
3867,6,0,19
3867,7,0,5
3867,8,0,4
3868,1,0.3,10
3868,10,0,5
3869,1,0.3,15
3869,2,0,22
3869,7,0.1875,17
3869,8,0.125,24
3870,1,0.181818181818182,13
3870,2,0,7
3870,3,NA,1
3870,6,0,7
3871,8,0,12
3872,7,0.2,5
3872,8,0.05,20
3872,9,0,16
3872,10,0,21
3873,7,0,3
3873,8,0.0540540540540541,37
3873,9,0,15
3873,10,0,12
3874,8,0,6
3874,9,0,17
3874,10,0,21
3875,9,0,15
3875,10,0,6
3876,8,0,6
3876,9,0,32
3877,10,0,12
3878,10,0,17
3879,10,0,18
3880,7,0.0327868852459016,61
3880,8,0,9
3880,10,0,82
3881,9,0,14
3882,9,0,6
3883,7,0.25,8
3883,8,0,8
3884,7,0,54
3884,8,0,18
3884,9,0,66
3885,7,0,45
3885,8,0,5
3885,9,0,46
3886,7,0,21
3886,8,0,18
3887,8,0,12
3887,9,0,6
3887,10,0,7
3888,7,0,40
3888,8,0,7
3888,9,0,42
3888,10,0,18
3889,7,0,2
3889,8,0,1
3889,9,0,1
3889,10,0,1
3890,7,0.0476190476190476,43
3890,9,0,39
3890,10,0,35
3891,7,0.0263157894736842,39
3891,8,0,30
3891,9,0,38
3891,10,0,38
3892,7,0,32
3892,9,0,34
3892,10,0,43
3893,7,0.02,52
3893,8,0,57
3893,9,0,92
3893,10,0,74
3894,8,0.12280701754386,61
3894,9,0,76
3894,10,0,13
3895,8,0,78
3895,9,0,78
3895,10,0,64
3896,7,0,16
3896,8,0,23
3896,9,0,24
3896,10,0,43
3897,7,0,37
3897,8,0,17
3897,9,0,26
3897,10,0,25
3898,7,0,38
3898,8,0,48
3898,9,0,57
3898,10,0,31
3899,8,0,83
3899,9,0,106
3899,10,0,38
3900,8,0,43
3900,9,0,40
3901,9,0,8
3902,7,0.12015503875969,262
3902,8,0.00806451612903226,156
3902,9,0.0420168067226891,142
3902,10,0.00806451612903226,166
3903,7,0.5,2
3903,8,0.1,14
3903,10,0.05,21
3904,9,0.0568181818181818,125
3905,7,0,4
3905,9,0,38
3906,7,0.152623211446741,659
3906,8,0.0335305719921105,572
3906,9,0.104273504273504,677
3906,10,0.0201342281879195,704
3907,7,0.136363636363636,70
3907,8,0,56
3907,9,0.261194029850746,152
3907,10,0.101449275362319,80
3908,7,0.324786324786325,363
3908,8,0.105,236
3908,9,0.322709163346614,312
3908,10,0.0646258503401361,373
3909,1,0.63254113345521,559
3909,2,0.243161094224924,330
3909,3,0.273279352226721,495
3909,4,0.592274678111588,470
3909,5,0.307888040712468,403
3909,6,0.216867469879518,419
3909,7,0.376114081996435,574
3909,8,0.125,631
3909,9,0.300829875518672,536
3909,10,0.0890052356020942,606
3910,1,0.648305084745763,239
3910,2,0.390749601275917,639
3910,3,0.264309764309764,598
3910,4,0.604203152364273,575
3910,5,0.334302325581395,348
3910,6,0.235849056603774,538
3910,7,0.34051724137931,238
3910,8,0.0859872611464968,315
3910,9,0.347826086956522,223
3910,10,0.075,241
3911,1,0.496503496503497,293
3911,2,0.204663212435233,393
3911,3,0.117824773413897,347
3911,4,0.261029411764706,286
3911,5,0.152866242038217,316
3911,6,0.0952380952380952,367
3911,7,0.280632411067194,256
3911,8,0.0857142857142857,280
3911,9,0.0952380952380952,295
3911,10,0.023972602739726,297
3912,1,0.444444444444444,219
3912,2,0.174528301886792,214
3912,3,0.134883720930233,219
3912,4,0.195918367346939,256
3912,5,0.1,194
3912,6,0.106122448979592,245
3912,7,0.310077519379845,265
3912,8,0.0583941605839416,138
3912,9,0.0672268907563025,273
3912,10,0.00420168067226891,238
3913,5,0.0769230769230769,27
3913,6,0.115384615384615,26
3913,8,0.15,40
3913,9,0.5,2
3914,1,0.5,8
3914,2,NA,8
3915,1,0.333333333333333,7
3915,3,0.111111111111111,9
3916,1,0.470588235294118,45
3916,2,0.16,29
3916,3,0.0975609756097561,50
3916,6,0.111111111111111,51
3916,7,0.222222222222222,9
3916,8,0.5,7
3916,9,0.181818181818182,11
3917,2,0.25,8
3917,6,0,6
3918,1,0,13
3918,2,0,8
3918,6,0,4
3919,1,0,4
3919,2,0,8
3919,3,0,4
3919,7,0,6
3919,8,0,8
3920,7,0.333333333333333,3
3920,8,0.0862068965517241,58
3920,9,0,47
3920,10,0,62
3921,7,0.259259259259259,27
3921,8,0,5
3921,10,0,17
3922,7,0.375,8
3922,8,0,10
3922,9,0.015625,64
3922,10,0.0196078431372549,52
3923,10,0,6
3924,7,0,29
3924,8,0,11
3925,8,0,4
3925,10,0,7
3926,9,0,10
3927,9,0,24
3928,9,0,4
3929,7,0.166666666666667,6
3929,8,0,5
3930,7,0.0384615384615385,26
3930,8,0.117647058823529,17
3931,7,0,36
3931,9,0,32
3931,10,0,30
3932,7,0,18
3932,9,0,20
3933,7,0.0625,49
3933,9,0,32
3933,10,0,13
3934,7,0.0222222222222222,46
3934,9,0.0238095238095238,43
3935,7,0,22
3935,9,0,25
3936,7,0,19
3936,9,0,22
3937,2,0,8
3937,7,0.0169491525423729,60
3937,8,0,17
3937,9,0,56
3937,10,0,12
3938,7,0.025974025974026,78
3938,9,0,98
3938,10,0,73
3939,7,0,110
3939,8,0,3
3939,9,0,70
3939,10,0,21
3940,7,0,111
3940,8,0.162790697674419,43
3940,9,0,25
3940,10,0,89
3941,7,0,16
3941,8,0.0857142857142857,35
3941,9,0,44
3941,10,0,45
3942,7,0,7
3942,8,0,17
3942,9,0,24
3942,10,0,28
3943,7,0,33
3943,8,0,28
3943,9,0,28
3943,10,0,4
3944,7,0,41
3944,8,0,76
3944,9,0,59
3944,10,0,66
3945,7,0,38
3945,8,0,57
3945,9,0.0408163265306122,49
3945,10,0,43
3946,8,0,32
3946,9,0,20
3946,10,0,44
3947,9,0,29
3947,10,0,27
3948,7,0.156862745098039,212
3948,8,0.0245901639344262,139
3948,9,0.054726368159204,226
3948,10,0,168
3949,7,0.217391304347826,54
3949,8,0.0212765957446809,50
3949,9,0.0196078431372549,58
3949,10,0,44
3950,7,0.235294117647059,17
3950,9,0.111111111111111,51
3951,9,0.159090909090909,65
3952,7,0.165217391304348,117
3952,8,0.0294117647058824,50
3952,9,0.293233082706767,154
3952,10,0.028169014084507,92
3953,7,0.232323232323232,205
3953,8,0.037037037037037,112
3953,9,0.233576642335766,162
3953,10,0.0294117647058824,128
3954,5,0.347826086956522,28
3954,7,0.25,30
3954,8,0,13
3954,9,0.178571428571429,28
3954,10,0.0444444444444444,50
3955,5,0.27906976744186,43
3956,1,0.6,25
3956,2,0.466666666666667,30
3956,3,0.128205128205128,39
3956,4,0.366666666666667,30
3956,5,0.177777777777778,45
3956,6,0.236842105263158,39
3956,7,0.282051282051282,39
3956,8,0.142857142857143,28
3956,9,0,8
3956,10,0,5
3957,1,0.666666666666667,24
3957,2,0.285714285714286,21
3957,3,0.208333333333333,34
3957,4,0.25,4
3957,5,0,6
3957,6,0.0454545454545455,22
3957,7,0.833333333333333,24
3957,8,0.235294117647059,34
3957,9,0.166666666666667,18
3957,10,0,27
3958,1,0.383196721311475,504
3958,2,0.181919642857143,914
3958,3,0.118387909319899,802
3958,4,0.285381026438569,1343
3958,5,0.156387665198238,1381
3958,6,0.0963302752293578,2018
3958,7,0.131645569620253,406
3958,8,0.0678941311852704,871
3958,9,0.118303571428571,537
3958,10,0.0393700787401575,511
3959,1,0.238532110091743,114
3959,2,0.0752688172043011,94
3959,3,0.0661157024793388,122
3959,4,0.168316831683168,104
3959,5,0.0689655172413793,119
3959,6,0.0806451612903226,65
3959,7,0.0289855072463768,79
3959,8,0.0444444444444444,90
3959,9,0.0392156862745098,57
3959,10,0.0135135135135135,74
3960,1,0.257861635220126,159
3960,2,0.0617977528089888,178
3960,3,0.111675126903553,206
3960,4,0.151515151515152,165
3960,5,0.0942028985507246,141
3960,6,0.0509554140127389,158
3960,7,0.0697674418604651,136
3960,8,0.0460526315789474,153
3960,9,0.03125,32
3960,10,0.00641025641025641,158
3961,1,0.343511450381679,136
3961,2,0.128712871287129,101
3961,3,0.141025641025641,79
3961,4,0.214953271028037,107
3961,5,0.146666666666667,75
3961,6,0.04,152
3961,7,0.232142857142857,56
3961,8,0.0779220779220779,77
3961,9,0.278688524590164,66
3961,10,0.0151515151515152,66
3962,1,0.589403973509934,166
3962,2,0.246478873239437,145
3962,3,0.0973451327433628,113
3962,4,0.269230769230769,135
3962,5,0.157894736842105,194
3962,6,0.0476190476190476,64
3962,7,0.21978021978022,93
3962,8,0.0454545454545455,88
3962,9,0.25,90
3962,10,0.0384615384615385,60
3963,1,0.222222222222222,38
3963,2,0.111111111111111,10
3964,8,0,22
3965,1,0,32
3965,2,0.1875,19
3965,3,0,7
3965,6,0.0833333333333333,13
3965,7,0.2,20
3965,8,0.275862068965517,29
3966,1,0.379310344827586,36
3966,2,0.285714285714286,23
3966,3,0.368421052631579,28
3966,6,0.0344827586206897,38
3966,7,0.0769230769230769,13
3966,8,0,6
3967,1,0.153846153846154,13
3967,3,0,9
3968,3,0.1,12
3968,6,0,14
3969,6,0,5
