"grid_cell","mid_x","mid_y","catchment","cluster_id","cluster_dist"
3780,27.51037311802,-16.96435404843,"chisanga","80204_9",1.32632293984987
3781,27.51037311802,-16.8745225200181,"kazimaulu","80204_1",5.93232751065991
3813,27.5198235643783,-17.1440171052539,"buleyamalima","81111_2",5.90954269415171
3814,27.5198235643783,-17.1350339524127,"buleyamalima","81111_2",4.95039916654569
3815,27.5198235643783,-17.1170676467303,"buleyamalima","81111_2",3.11029996967587
3816,27.5198235643783,-17.1080844938891,"buleyamalima","81111_2",2.29297249012381
3817,27.5198235643783,-17.0991013410479,"buleyamalima","81111_2",1.6856689298957
3818,27.5198235643783,-17.0901181882067,"buleyamalima","81111_2",1.5573171172311
3819,27.5198235643783,-17.0811350353655,"sinamalima","81111_5",1.92428057729761
3820,27.5198235643783,-17.054185576842,"sinamalima","81111_5",2.23660620173536
3821,27.5198235643783,-16.9733372012712,"chisanga","80204_9",0.36775646401837
3822,27.5198235643783,-16.96435404843,"chisanga","80204_9",1.19429448957784
3823,27.5198235643783,-16.9374045899064,"chisanga","80204_1",3.43796007278383
3824,27.5198235643783,-16.8924888257004,"chisanga","80204_1",3.75261992557376
3825,27.5198235643783,-16.8835056728592,NA,"80204_1",4.53151998204279
3826,27.5198235643783,-16.8745225200181,"kazimaulu","80204_1",5.38397532316157
3854,27.5292740107365,-17.1440171052539,"buleyamalima","81111_2",5.73218744687363
3855,27.5292740107365,-17.1350339524127,"buleyamalima","81111_2",4.73725978098796
3856,27.5292740107365,-17.1260507995715,"buleyamalima","81111_2",3.74503505117629
3857,27.5292740107365,-17.1170676467303,"buleyamalima","81111_2",2.75843158914707
3858,27.5292740107365,-17.1080844938891,"buleyamalima","81111_2",1.78678541660048
3859,27.5292740107365,-17.0991013410479,"buleyamalima","81111_2",0.88105585149053
3860,27.5292740107365,-17.0901181882067,"sinamalima","81111_2",0.599930577162931
3861,27.5292740107365,-17.0811350353655,"sinamalima","81111_2",1.39412122029731
3862,27.5292740107365,-17.0721518825243,"sinamalima","81111_7",2.35036658032717
3863,27.5292740107365,-17.0631687296831,"sinamalima","81111_7",2.16300637742136
3864,27.5292740107365,-17.0362192711596,"sinamalima","81111_3",2.79692747102519
3865,27.5292740107365,-16.9823203541124,"chisanga","80204_9",1.5925229552443
3866,27.5292740107365,-16.9733372012712,"chisanga","80204_9",1.35177840796933
3867,27.5292740107365,-16.96435404843,"chisanga","80204_9",1.76592195068994
3868,27.5292740107365,-16.9284214370652,"chisanga","80204_1",2.0234831406029
3869,27.5292740107365,-16.9104551313828,"chisanga","80204_1",1.73179686450034
3870,27.5292740107365,-16.9014719785416,"chisanga","80204_1",2.33483157827913
3871,27.5292740107365,-16.8924888257004,"chisanga","80204_1",3.14702344723684
3872,27.5292740107365,-16.8745225200181,"kazimaulu","80204_1",4.98080240653044
3873,27.5292740107365,-16.8655393671769,"kazimaulu","80204_1",5.93807296771369
3904,27.5387244570948,-17.1440171052539,"buleyamalima","81111_2",5.728434471799
3905,27.5387244570948,-17.1350339524127,"buleyamalima","81111_2",4.73271768926308
3906,27.5387244570948,-17.1260507995715,"buleyamalima","81111_2",3.73928762614482
3907,27.5387244570948,-17.1170676467303,"buleyamalima","81111_2",2.75062305160368
3908,27.5387244570948,-17.1080844938891,"buleyamalima","81111_2",1.7747062825151
3909,27.5387244570948,-17.0991013410479,"sinamalima","81111_2",0.856292942039417
3910,27.5387244570948,-17.0901181882067,"sinamalima","81111_2",0.562932333570666
3911,27.5387244570948,-17.0721518825243,"sinamalima","81111_7",1.4791507926324
3912,27.5387244570948,-17.0631687296831,"sinamalima","81111_7",1.15849039776099
3913,27.5387244570948,-17.0362192711596,"sinamalima","81111_3",1.85664200399391
3914,27.5387244570948,-16.9823203541124,"chisanga","80204_9",2.50056970300226
3915,27.5387244570948,-16.9733372012712,"chisanga","80204_9",2.35461297151369
3916,27.5387244570948,-16.9284214370652,"chisanga","80204_1",1.39385200183134
3917,27.5387244570948,-16.919438284224,"chisanga","80204_1",0.62852125322097
3918,27.5387244570948,-16.9014719785416,"chisanga","80204_1",1.81644434968563
3919,27.5387244570948,-16.8924888257004,"chisanga","80204_1",2.78418491169624
3920,27.5387244570948,-16.8745225200181,"kazimaulu","80204_1",4.75984418870132
3921,27.5387244570948,-16.8655393671769,"kazimaulu","80204_1",5.75398403125859
3950,27.548174903453,-17.1440171052539,"buleyamalima","81111_6",5.49043426954909
3951,27.548174903453,-17.1350339524127,"buleyamalima","81111_6",4.58019156816065
3952,27.548174903453,-17.1260507995715,"buleyamalima","81111_6",3.71637472052084
3953,27.548174903453,-17.1170676467303,"buleyamalima","81111_6",2.94019170379424
3954,27.548174903453,-17.1080844938891,"buleyamalima","81111_2",2.26465530119484
3955,27.548174903453,-17.0991013410479,"sinamalima","81111_2",1.64694089412344
3956,27.548174903453,-17.0901181882067,"sinamalima","81111_2",1.5153101821118
3957,27.548174903453,-17.0721518825243,"sinamalima","81111_7",0.935069607031013
3958,27.548174903453,-17.0631687296831,"sinamalima","81111_7",0.168833877822792
3959,27.548174903453,-17.054185576842,"sinamalima","81111_7",1.08749923504176
