"grid_cell","mid_x","mid_y","pop"
160,32.3137228697158,-25.0821659428592,15
161,32.3137228697158,-25.073182790018,8
162,32.3137228697158,-24.9025028860353,6
163,32.3137228697158,-24.8935197331941,45
164,32.3137228697158,-24.884536580353,41
165,32.3137228697158,-24.8755534275118,28
166,32.3137228697158,-24.8665702746706,50
167,32.3137228697158,-24.8575871218294,14
168,32.3137228697158,-24.8486039689882,11
169,32.3137228697158,-24.8216545104646,4
171,32.3137228697158,-24.2826653399929,18
172,32.3137228697158,-24.2736821871517,40
173,32.3137228697158,-24.2646990343105,60
174,32.3137228697158,-24.2557158814693,16
175,32.3237426569292,-25.1270817070652,11
176,32.3237426569292,-25.118098554224,3
178,32.3237426569292,-24.9025028860353,23
179,32.3237426569292,-24.884536580353,17
180,32.3237426569292,-24.8755534275118,42
181,32.3237426569292,-24.8665702746706,1
182,32.3237426569292,-24.5431767723875,5
183,32.3237426569292,-24.2826653399929,9
184,32.3237426569292,-24.2557158814693,3
186,32.3337624441427,-25.0103007201297,25
187,32.3337624441427,-24.8935197331941,15
188,32.3337624441427,-24.5431767723875,31
189,32.3337624441427,-24.2646990343105,39
190,32.3437822313561,-25.1091154013828,12
191,32.3437822313561,-25.0911490957004,9
193,32.3437822313561,-25.0013175672885,1
194,32.3437822313561,-24.9294523445589,13
195,32.3437822313561,-24.9025028860353,9
196,32.3437822313561,-24.8935197331941,77
197,32.3437822313561,-24.884536580353,60
198,32.3437822313561,-24.5431767723875,8
199,32.3437822313561,-24.3006316456753,16
200,32.3538020185696,-25.1540311655888,5
201,32.3538020185696,-25.1001322485416,37
202,32.3538020185696,-25.0821659428592,26
203,32.3538020185696,-25.073182790018,8
204,32.3538020185696,-25.0372501786533,1
205,32.3538020185696,-25.0013175672885,10
207,32.3538020185696,-24.9204691917177,19
208,32.3538020185696,-24.9025028860353,84
209,32.3538020185696,-24.8935197331941,186
210,32.3538020185696,-24.884536580353,9
211,32.3538020185696,-24.5521599252287,14
212,32.363821805783,-25.16301431843,1
213,32.363821805783,-25.1360648599064,6
214,32.363821805783,-25.1270817070652,6
215,32.363821805783,-25.118098554224,2
216,32.363821805783,-25.0911490957004,2
217,32.363821805783,-25.0821659428592,13
218,32.363821805783,-25.0641996371769,3
220,32.363821805783,-25.0282670258121,25
221,32.363821805783,-24.9923344144473,7
222,32.363821805783,-24.9564018030825,25
223,32.363821805783,-24.9204691917177,56
224,32.363821805783,-24.9114860388765,144
225,32.363821805783,-24.9025028860353,21
226,32.363821805783,-24.6599577593231,6
227,32.363821805783,-24.5880925365935,40
228,32.3738415929965,-25.1540311655888,5
230,32.3738415929965,-25.118098554224,10
231,32.3738415929965,-25.0911490957004,3
232,32.3738415929965,-25.0103007201297,10
233,32.3738415929965,-25.0013175672885,12
234,32.3738415929965,-24.9923344144473,14
235,32.3738415929965,-24.9474186502413,22
236,32.3738415929965,-24.9294523445589,6
237,32.3738415929965,-24.9204691917177,31
238,32.3738415929965,-24.9114860388765,17
239,32.3738415929965,-24.6509746064819,4
240,32.3738415929965,-24.6150419951171,4
241,32.3738415929965,-24.6060588422759,6
242,32.3738415929965,-24.5970756894347,24
243,32.3738415929965,-24.5880925365935,17
244,32.3738415929965,-24.5791093837523,23
245,32.3738415929965,-24.5701262309111,25
246,32.3738415929965,-24.5611430780699,7
247,32.38386138021,-25.1809806241124,1
248,32.38386138021,-25.118098554224,8
249,32.38386138021,-25.1091154013828,3
250,32.38386138021,-25.1001322485416,1
251,32.38386138021,-25.0821659428592,13
252,32.38386138021,-25.0462333314945,14
253,32.38386138021,-25.0372501786533,25
254,32.38386138021,-25.0103007201297,24
255,32.38386138021,-24.9474186502413,17
256,32.38386138021,-24.839620816147,5
257,32.38386138021,-24.5880925365935,73
258,32.38386138021,-24.5791093837523,11
259,32.38386138021,-24.5701262309111,18
260,32.38386138021,-24.5341936195463,6
261,32.3938811674234,-25.207930082636,19
262,32.3938811674234,-25.1989469297948,24
263,32.3938811674234,-25.1899637769536,11
264,32.3938811674234,-25.1719974712712,13
265,32.3938811674234,-25.1540311655888,6
266,32.3938811674234,-25.118098554224,3
267,32.3938811674234,-25.1091154013828,32
268,32.3938811674234,-25.0911490957004,13
269,32.3938811674234,-25.0372501786533,2
270,32.3938811674234,-25.0103007201297,17
271,32.3938811674234,-24.9923344144473,4
272,32.3938811674234,-24.9384354974001,7
273,32.3938811674234,-24.6419914536407,5
274,32.3938811674234,-24.5072441610228,22
275,32.3938811674234,-24.4623283968168,8
276,32.4039009546369,-25.2169132354772,1
277,32.4039009546369,-25.16301431843,9
278,32.4039009546369,-25.1270817070652,6
279,32.4039009546369,-25.118098554224,1
280,32.4039009546369,-25.1091154013828,4
281,32.4039009546369,-25.1001322485416,6
282,32.4039009546369,-25.0911490957004,8
283,32.4039009546369,-25.0282670258121,22
284,32.4039009546369,-25.0192838729709,20
285,32.4039009546369,-24.9833512616061,28
286,32.4039009546369,-24.9653849559237,1
287,32.4039009546369,-24.9564018030825,32
289,32.4039009546369,-24.471311549658,22
290,32.4139207418503,-25.2169132354772,18
291,32.4139207418503,-25.207930082636,34
292,32.4139207418503,-25.1989469297948,52
293,32.4139207418503,-25.16301431843,3
294,32.4139207418503,-25.1450480127476,9
295,32.4139207418503,-25.1091154013828,11
296,32.4139207418503,-25.1001322485416,5
297,32.4139207418503,-25.0911490957004,12
298,32.4139207418503,-25.0372501786533,1
299,32.4139207418503,-24.9833512616061,29
300,32.4139207418503,-24.9384354974001,17
301,32.4139207418503,-24.8935197331941,5
302,32.4139207418503,-24.6240251479583,2
303,32.4139207418503,-24.4802947024992,73
304,32.4139207418503,-24.471311549658,77
305,32.4139207418503,-24.4623283968168,5
306,32.4139207418503,-24.4533452439756,58
307,32.4239405290638,-25.2708121525243,6
308,32.4239405290638,-25.252845846842,8
309,32.4239405290638,-25.2438626940008,59
310,32.4239405290638,-25.2348795411596,2
311,32.4239405290638,-25.2258963883184,5
312,32.4239405290638,-25.2169132354772,54
313,32.4239405290638,-25.16301431843,11
314,32.4239405290638,-25.1450480127476,29
315,32.4239405290638,-25.1360648599064,6
316,32.4239405290638,-25.118098554224,7
317,32.4239405290638,-25.1001322485416,13
318,32.4239405290638,-25.0641996371769,7
319,32.4239405290638,-25.0552164843357,60
320,32.4239405290638,-25.0462333314945,23
321,32.4239405290638,-25.0372501786533,19
322,32.4239405290638,-25.0282670258121,48
323,32.4239405290638,-25.0192838729709,23
324,32.4239405290638,-24.9833512616061,12
325,32.4239405290638,-24.8575871218294,2
326,32.4239405290638,-24.6419914536407,6
327,32.4239405290638,-24.471311549658,23
328,32.4239405290638,-24.4623283968168,4
329,32.4239405290638,-24.2826653399929,4
330,32.4339603162773,-25.2797953053655,24
331,32.4339603162773,-25.2708121525243,28
332,32.4339603162773,-25.252845846842,37
333,32.4339603162773,-25.2438626940008,36
334,32.4339603162773,-25.1450480127476,7
335,32.4339603162773,-25.1360648599064,37
336,32.4339603162773,-25.1270817070652,65
337,32.4339603162773,-25.118098554224,13
338,32.4339603162773,-25.1091154013828,16
339,32.4339603162773,-25.1001322485416,11
340,32.4339603162773,-25.0641996371769,16
341,32.4339603162773,-25.0462333314945,16
342,32.4339603162773,-25.0372501786533,34
343,32.4339603162773,-25.0282670258121,7
344,32.4339603162773,-25.0192838729709,14
345,32.4339603162773,-25.0103007201297,2
346,32.4339603162773,-24.6958903706878,6
348,32.4339603162773,-24.6419914536407,19
349,32.4339603162773,-24.6330083007995,107
350,32.4339603162773,-24.6240251479583,189
351,32.4339603162773,-24.6150419951171,36
352,32.4339603162773,-24.471311549658,15
353,32.4339603162773,-24.4623283968168,9
354,32.4339603162773,-24.4533452439756,11
355,32.4339603162773,-24.2916484928341,23
356,32.4339603162773,-24.2826653399929,14
357,32.4439801034907,-25.2797953053655,9
358,32.4439801034907,-25.2708121525243,2
359,32.4439801034907,-25.2348795411596,14
360,32.4439801034907,-25.1270817070652,9
361,32.4439801034907,-25.1091154013828,30
362,32.4439801034907,-25.1001322485416,7
363,32.4439801034907,-25.0821659428592,18
364,32.4439801034907,-25.0641996371769,7
365,32.4439801034907,-25.0552164843357,3
366,32.4439801034907,-25.0462333314945,27
367,32.4439801034907,-24.839620816147,7
368,32.4439801034907,-24.7408061348938,27
369,32.4439801034907,-24.7318229820526,15
371,32.4439801034907,-24.6419914536407,70
372,32.4439801034907,-24.6330083007995,31
374,32.4439801034907,-24.471311549658,8
375,32.4439801034907,-24.4623283968168,4
376,32.4439801034907,-24.2916484928341,1
377,32.4539998907042,-25.2797953053655,1
378,32.4539998907042,-25.2618289996831,1
380,32.4539998907042,-25.2438626940008,59
381,32.4539998907042,-25.1360648599064,39
382,32.4539998907042,-25.1091154013828,17
383,32.4539998907042,-25.0911490957004,20
384,32.4539998907042,-25.0821659428592,25
385,32.4539998907042,-25.073182790018,37
386,32.4539998907042,-24.7767387462586,4
387,32.4539998907042,-24.7138566763702,5
388,32.4539998907042,-24.3096147985165,2
389,32.4539998907042,-24.3006316456753,6
390,32.4640196779176,-25.2797953053655,9
391,32.4640196779176,-25.2618289996831,1
392,32.4640196779176,-25.2438626940008,96
393,32.4640196779176,-25.2348795411596,27
394,32.4640196779176,-25.2258963883184,3
395,32.4640196779176,-25.2169132354772,35
396,32.4640196779176,-25.1989469297948,14
397,32.4640196779176,-25.1719974712712,1
398,32.4640196779176,-25.1540311655888,16
399,32.4640196779176,-25.1450480127476,33
400,32.4640196779176,-25.1270817070652,50
401,32.4640196779176,-25.118098554224,13
402,32.4640196779176,-25.0911490957004,17
403,32.4640196779176,-25.0821659428592,27
404,32.4640196779176,-25.073182790018,31
405,32.4640196779176,-24.7857218990998,2
408,32.4640196779176,-24.471311549658,13
409,32.4640196779176,-24.4623283968168,6
410,32.4640196779176,-24.3185979513576,52
412,32.4740394651311,-25.2887784582067,34
413,32.4740394651311,-25.2438626940008,35
414,32.4740394651311,-25.2169132354772,55
415,32.4740394651311,-25.1809806241124,7
416,32.4740394651311,-25.1719974712712,34
417,32.4740394651311,-25.1540311655888,25
418,32.4740394651311,-25.1450480127476,16
419,32.4740394651311,-25.118098554224,24
420,32.4740394651311,-25.1091154013828,2
421,32.4740394651311,-25.0911490957004,41
423,32.4740394651311,-24.8935197331941,9
424,32.4740394651311,-24.8575871218294,12
425,32.4740394651311,-24.8486039689882,15
426,32.4740394651311,-24.839620816147,8
427,32.4740394651311,-24.8306376633058,3
428,32.4740394651311,-24.7857218990998,13
429,32.4740394651311,-24.7767387462586,68
430,32.4740394651311,-24.7677555934174,48
431,32.4740394651311,-24.471311549658,29
432,32.4840592523445,-25.2887784582067,29
433,32.4840592523445,-25.2618289996831,8
434,32.4840592523445,-25.2169132354772,40
435,32.4840592523445,-25.207930082636,39
436,32.4840592523445,-25.1809806241124,146
437,32.4840592523445,-25.1719974712712,79
438,32.4840592523445,-25.16301431843,108
439,32.4840592523445,-25.1540311655888,131
440,32.4840592523445,-25.1450480127476,58
442,32.4840592523445,-25.118098554224,12
443,32.4840592523445,-25.1091154013828,15
444,32.4840592523445,-25.1001322485416,42
445,32.4840592523445,-25.0911490957004,58
446,32.4840592523445,-25.0821659428592,15
447,32.4840592523445,-25.073182790018,15
448,32.4840592523445,-24.8575871218294,10
449,32.4840592523445,-24.8036882047822,26
451,32.4840592523445,-24.7767387462586,10
452,32.4840592523445,-24.7228398292114,17
453,32.4840592523445,-24.7138566763702,13
454,32.4840592523445,-24.4623283968168,5
455,32.494079039558,-25.2708121525243,17
456,32.494079039558,-25.2618289996831,17
458,32.494079039558,-25.207930082636,75
459,32.494079039558,-25.1989469297948,72
460,32.494079039558,-25.1899637769536,43
461,32.494079039558,-25.1540311655888,7
462,32.494079039558,-25.1450480127476,29
463,32.494079039558,-25.1360648599064,11
464,32.494079039558,-25.1270817070652,96
465,32.494079039558,-25.118098554224,5
466,32.494079039558,-25.1091154013828,27
467,32.494079039558,-25.1001322485416,62
468,32.494079039558,-25.0911490957004,48
469,32.494079039558,-25.0821659428592,60
470,32.494079039558,-25.073182790018,94
471,32.494079039558,-24.9025028860353,67
472,32.494079039558,-24.8665702746706,9
473,32.494079039558,-24.8306376633058,4
474,32.494079039558,-24.8126713576234,3
475,32.494079039558,-24.8036882047822,3
476,32.494079039558,-24.749789287735,46
477,32.494079039558,-24.7408061348938,81
478,32.494079039558,-24.7318229820526,13
479,32.494079039558,-24.471311549658,12
480,32.5040988267714,-25.252845846842,19
481,32.5040988267714,-25.2438626940008,3
482,32.5040988267714,-25.2348795411596,3
483,32.5040988267714,-25.2258963883184,84
484,32.5040988267714,-25.2169132354772,16
485,32.5040988267714,-25.1270817070652,20
486,32.5040988267714,-25.118098554224,198
487,32.5040988267714,-25.1091154013828,39
488,32.5040988267714,-25.1001322485416,88
489,32.5040988267714,-25.0911490957004,5
490,32.5040988267714,-25.073182790018,7
491,32.5040988267714,-24.9025028860353,39
492,32.5040988267714,-24.884536580353,69
493,32.5040988267714,-24.8755534275118,19
494,32.5040988267714,-24.839620816147,16
495,32.5040988267714,-24.8306376633058,7
496,32.5040988267714,-24.8216545104646,74
497,32.5040988267714,-24.8126713576234,28
498,32.5040988267714,-24.7857218990998,11
499,32.5040988267714,-24.7677555934174,28
500,32.5040988267714,-24.7587724405762,10
501,32.5040988267714,-24.749789287735,18
502,32.5040988267714,-24.7408061348938,19
503,32.5040988267714,-24.7318229820526,21
504,32.5141186139849,-25.2797953053655,129
505,32.5141186139849,-25.2708121525243,49
506,32.5141186139849,-25.2618289996831,10
507,32.5141186139849,-25.2438626940008,17
508,32.5141186139849,-25.1989469297948,34
509,32.5141186139849,-25.1899637769536,9
510,32.5141186139849,-25.1719974712712,1
511,32.5141186139849,-25.118098554224,6
512,32.5141186139849,-25.1001322485416,112
513,32.5141186139849,-25.0911490957004,176
514,32.5141186139849,-25.073182790018,17
515,32.5141186139849,-24.9294523445589,55
516,32.5141186139849,-24.9204691917177,64
517,32.5141186139849,-24.9114860388765,53
518,32.5141186139849,-24.9025028860353,48
519,32.5141186139849,-24.839620816147,16
520,32.5141186139849,-24.8306376633058,25
521,32.5141186139849,-24.8216545104646,69
522,32.5141186139849,-24.8126713576234,49
523,32.5141186139849,-24.8036882047822,1
524,32.5141186139849,-24.794705051941,10
525,32.5141186139849,-24.7857218990998,27
526,32.5141186139849,-24.7767387462586,41
527,32.5141186139849,-24.7677555934174,7
528,32.5141186139849,-24.7587724405762,4
529,32.5141186139849,-24.749789287735,18
530,32.5141186139849,-24.7228398292114,21
531,32.5141186139849,-24.7138566763702,51
532,32.5141186139849,-24.704873523529,3
533,32.5241384011984,-25.2348795411596,2
534,32.5241384011984,-25.1989469297948,11
535,32.5241384011984,-25.1899637769536,12
536,32.5241384011984,-25.1719974712712,11
537,32.5241384011984,-25.16301431843,12
538,32.5241384011984,-25.1540311655888,79
539,32.5241384011984,-25.1001322485416,44
540,32.5241384011984,-25.0911490957004,224
541,32.5241384011984,-25.0821659428592,31
542,32.5241384011984,-25.073182790018,89
543,32.5241384011984,-25.0552164843357,4
544,32.5241384011984,-25.0462333314945,30
545,32.5241384011984,-24.9384354974001,31
546,32.5241384011984,-24.9294523445589,25
547,32.5241384011984,-24.9204691917177,23
549,32.5241384011984,-24.9025028860353,66
550,32.5241384011984,-24.8935197331941,52
551,32.5241384011984,-24.884536580353,259
552,32.5241384011984,-24.8755534275118,129
553,32.5241384011984,-24.8665702746706,34
554,32.5241384011984,-24.8575871218294,24
555,32.5241384011984,-24.8486039689882,8
556,32.5241384011984,-24.839620816147,18
557,32.5241384011984,-24.8306376633058,115
558,32.5241384011984,-24.8216545104646,21
559,32.5241384011984,-24.8036882047822,9
560,32.5241384011984,-24.7857218990998,11
561,32.5241384011984,-24.749789287735,10
562,32.5241384011984,-24.7408061348938,10
563,32.5241384011984,-24.7318229820526,1
564,32.5241384011984,-24.7228398292114,7
565,32.5241384011984,-24.704873523529,44
567,32.5341581884118,-25.1809806241124,64
568,32.5341581884118,-25.1719974712712,51
569,32.5341581884118,-25.16301431843,2
570,32.5341581884118,-25.1540311655888,65
571,32.5341581884118,-25.1450480127476,184
572,32.5341581884118,-25.1360648599064,124
573,32.5341581884118,-25.1270817070652,72
574,32.5341581884118,-25.1091154013828,44
575,32.5341581884118,-25.1001322485416,3
576,32.5341581884118,-25.0911490957004,23
577,32.5341581884118,-25.0821659428592,93
578,32.5341581884118,-25.073182790018,65
579,32.5341581884118,-25.0462333314945,30
580,32.5341581884118,-25.0372501786533,13
581,32.5341581884118,-25.0282670258121,9
582,32.5341581884118,-25.0103007201297,1
584,32.5341581884118,-24.9743681087649,14
585,32.5341581884118,-24.9653849559237,3
586,32.5341581884118,-24.9564018030825,23
587,32.5341581884118,-24.9474186502413,59
588,32.5341581884118,-24.9384354974001,28
589,32.5341581884118,-24.9294523445589,5
590,32.5341581884118,-24.9204691917177,41
591,32.5341581884118,-24.9114860388765,34
592,32.5341581884118,-24.9025028860353,29
593,32.5341581884118,-24.8935197331941,64
594,32.5341581884118,-24.884536580353,177
595,32.5341581884118,-24.8665702746706,7
596,32.5341581884118,-24.839620816147,5
597,32.5341581884118,-24.8306376633058,12
598,32.5341581884118,-24.8216545104646,31
599,32.5341581884118,-24.8126713576234,43
600,32.5341581884118,-24.8036882047822,59
601,32.5341581884118,-24.794705051941,40
602,32.5341581884118,-24.7857218990998,3
603,32.5441779756253,-25.1719974712712,25
604,32.5441779756253,-25.16301431843,115
605,32.5441779756253,-25.1540311655888,43
606,32.5441779756253,-25.1270817070652,36
607,32.5441779756253,-25.1001322485416,75
608,32.5441779756253,-25.0911490957004,309
609,32.5441779756253,-25.0821659428592,883
610,32.5441779756253,-25.073182790018,270
611,32.5441779756253,-25.0641996371769,8
612,32.5441779756253,-25.0552164843357,68
613,32.5441779756253,-25.0462333314945,36
614,32.5441779756253,-24.9743681087649,92
615,32.5441779756253,-24.9653849559237,32
616,32.5441779756253,-24.9564018030825,5
617,32.5441779756253,-24.9474186502413,17
618,32.5441779756253,-24.9384354974001,47
619,32.5441779756253,-24.9294523445589,137
620,32.5441779756253,-24.9204691917177,19
621,32.5441779756253,-24.9114860388765,57
622,32.5441779756253,-24.9025028860353,60
623,32.5441779756253,-24.8935197331941,48
624,32.5441779756253,-24.884536580353,10
625,32.5441779756253,-24.8755534275118,6
626,32.5441779756253,-24.8306376633058,3
627,32.5441779756253,-24.8036882047822,35
628,32.5541977628387,-25.1540311655888,27
629,32.5541977628387,-25.1450480127476,109
630,32.5541977628387,-25.1001322485416,5
631,32.5541977628387,-25.0911490957004,47
632,32.5541977628387,-25.0821659428592,2
633,32.5541977628387,-25.073182790018,4
634,32.5541977628387,-25.0552164843357,18
635,32.5541977628387,-25.0462333314945,66
636,32.5541977628387,-25.0282670258121,8
637,32.5541977628387,-24.9923344144473,5
638,32.5541977628387,-24.9833512616061,19
639,32.5541977628387,-24.9743681087649,37
640,32.5541977628387,-24.9653849559237,36
641,32.5541977628387,-24.9564018030825,40
642,32.5541977628387,-24.9474186502413,26
643,32.5541977628387,-24.9384354974001,96
644,32.5541977628387,-24.9294523445589,55
645,32.5541977628387,-24.9204691917177,25
646,32.5541977628387,-24.9114860388765,8
647,32.5541977628387,-24.884536580353,3
648,32.5541977628387,-24.8755534275118,9
649,32.5541977628387,-24.8575871218294,1
650,32.5541977628387,-24.8216545104646,4
651,32.5541977628387,-24.8036882047822,4
652,32.5642175500522,-25.1450480127476,94
653,32.5642175500522,-25.1360648599064,258
654,32.5642175500522,-25.1270817070652,138
655,32.5642175500522,-25.118098554224,164
656,32.5642175500522,-25.0911490957004,1
657,32.5642175500522,-25.0821659428592,197
658,32.5642175500522,-25.073182790018,17
659,32.5642175500522,-25.0462333314945,20
660,32.5642175500522,-25.0372501786533,8
661,32.5642175500522,-25.0282670258121,23
662,32.5642175500522,-25.0192838729709,30
663,32.5642175500522,-25.0103007201297,58
664,32.5642175500522,-25.0013175672885,117
665,32.5642175500522,-24.9923344144473,108
666,32.5642175500522,-24.9833512616061,69
667,32.5642175500522,-24.9743681087649,19
668,32.5642175500522,-24.9653849559237,59
669,32.5642175500522,-24.9564018030825,77
670,32.5642175500522,-24.9474186502413,33
671,32.5642175500522,-24.9384354974001,14
672,32.5642175500522,-24.9294523445589,39
673,32.5642175500522,-24.9204691917177,36
674,32.5642175500522,-24.8575871218294,24
675,32.5642175500522,-24.8036882047822,3
676,32.5642175500522,-24.794705051941,21
677,32.5642175500522,-24.7318229820526,3
679,32.5742373372656,-25.1360648599064,14
680,32.5742373372656,-25.1270817070652,63
681,32.5742373372656,-25.0821659428592,41
682,32.5742373372656,-25.073182790018,126
683,32.5742373372656,-25.0641996371769,6
684,32.5742373372656,-25.0462333314945,32
685,32.5742373372656,-25.0372501786533,58
686,32.5742373372656,-25.0282670258121,23
687,32.5742373372656,-25.0192838729709,15
688,32.5742373372656,-25.0103007201297,89
689,32.5742373372656,-25.0013175672885,343
690,32.5742373372656,-24.9923344144473,222
691,32.5742373372656,-24.9743681087649,60
692,32.5742373372656,-24.9653849559237,126
693,32.5742373372656,-24.9564018030825,83
694,32.5742373372656,-24.9474186502413,58
695,32.5742373372656,-24.9384354974001,37
696,32.5742373372656,-24.8575871218294,10
697,32.5742373372656,-24.7857218990998,5
699,32.5842571244791,-25.1270817070652,99
700,32.5842571244791,-25.118098554224,120
701,32.5842571244791,-25.073182790018,141
702,32.5842571244791,-25.0641996371769,23
703,32.5842571244791,-25.0372501786533,94
