"mid.x","mid.y","loc.id","catch.y"
26.5558780358364,-17.377579079125,157,"Luyaba"
26.5558780358364,-17.3685959262838,158,"Luyaba"
26.5558780358364,-17.3596127734426,159,"Luyaba"
26.5653284821947,-17.7548714984552,160,"Mapatizya"
26.5653284821947,-17.4494443018545,161,"Luyaba"
26.5653284821947,-17.422494843331,162,"Luyaba"
26.5653284821947,-17.4135116904898,163,"Luyaba"
26.5653284821947,-17.3955453848074,164,"Luyaba"
26.5653284821947,-17.3865622319662,165,"Luyaba"
26.5653284821947,-17.377579079125,166,"Luyaba"
26.5747789285529,-17.8806356382319,167,"Mapatizya"
26.5747789285529,-17.7638546512964,168,"Mapatizya"
26.5747789285529,-17.7548714984552,169,"Mapatizya"
26.5747789285529,-17.745888345614,170,"Mapatizya"
26.5747789285529,-17.4314779961722,171,"Luyaba"
26.5747789285529,-17.422494843331,172,"Luyaba"
26.5747789285529,-17.4135116904898,173,"Luyaba"
26.5747789285529,-17.4045285376486,174,"Luyaba"
26.5747789285529,-17.3955453848074,175,"Luyaba"
26.5747789285529,-17.3865622319662,176,"Luyaba"
26.5747789285529,-17.377579079125,177,"Luyaba"
26.5747789285529,-17.3685959262838,178,"Luyaba"
26.5842293749112,-17.7638546512964,179,"Mapatizya"
26.5842293749112,-17.4494443018545,180,"Luyaba"
26.5842293749112,-17.4404611490133,181,"Luyaba"
26.5842293749112,-17.4314779961722,182,"Luyaba"
26.5842293749112,-17.422494843331,183,"Luyaba"
26.5842293749112,-17.4135116904898,184,"Luyaba"
26.5842293749112,-17.4045285376486,185,"Luyaba"
26.5842293749112,-17.3955453848074,186,"Luyaba"
26.5842293749112,-17.3865622319662,187,"Luyaba"
26.5842293749112,-17.377579079125,188,"Luyaba"
26.5842293749112,-17.3685959262838,189,"Luyaba"
26.5842293749112,-17.3596127734426,190,"Luyaba"
26.5842293749112,-17.3506296206014,191,"Luyaba"
26.5936798212694,-17.9165682495967,192,"Mapatizya"
26.5936798212694,-17.9075850967555,193,"Mapatizya"
26.5936798212694,-17.7638546512964,194,"Mapatizya"
26.5936798212694,-17.745888345614,195,"Mapatizya"
26.5936798212694,-17.7369051927728,196,"Mapatizya"
26.5936798212694,-17.7279220399316,197,"Mapatizya"
26.5936798212694,-17.4494443018545,198,"Luyaba"
26.5936798212694,-17.4404611490133,199,"Luyaba"
26.5936798212694,-17.4314779961722,200,"Luyaba"
26.5936798212694,-17.422494843331,201,"Luyaba"
26.5936798212694,-17.4135116904898,202,"Luyaba"
26.5936798212694,-17.4045285376486,203,"Luyaba"
26.5936798212694,-17.3955453848074,204,"Luyaba"
26.5936798212694,-17.3865622319662,205,"Luyaba"
26.5936798212694,-17.377579079125,206,"Luyaba"
26.5936798212694,-17.3685959262838,207,"Luyaba"
26.5936798212694,-17.3596127734426,208,"Luyaba"
26.5936798212694,-17.3506296206014,209,"Luyaba"
26.6031302676277,-17.9075850967555,210,"Mapatizya"
26.6031302676277,-17.7548714984552,211,"Mapatizya"
26.6031302676277,-17.745888345614,212,"Mapatizya"
26.6031302676277,-17.7369051927728,213,"Mapatizya"
26.6031302676277,-17.5123263717429,214,NA
26.6031302676277,-17.4494443018545,215,"Luyaba"
26.6031302676277,-17.4404611490133,216,"Luyaba"
26.6031302676277,-17.4314779961722,217,"Luyaba"
26.6031302676277,-17.422494843331,218,"Luyaba"
26.6031302676277,-17.4135116904898,219,"Luyaba"
26.6031302676277,-17.3955453848074,220,"Luyaba"
26.6031302676277,-17.3865622319662,221,"Luyaba"
26.6031302676277,-17.377579079125,222,"Luyaba"
26.6031302676277,-17.3685959262838,223,"Luyaba"
26.6031302676277,-17.3596127734426,224,"Luyaba"
26.6031302676277,-17.3506296206014,225,"Luyaba"
26.6125807139859,-18.0513155422146,226,"Mapatizya"
26.6125807139859,-17.7728378041376,227,"Mapatizya"
26.6125807139859,-17.7638546512964,228,"Mapatizya"
26.6125807139859,-17.7548714984552,229,"Mapatizya"
26.6125807139859,-17.745888345614,230,"Mapatizya"
26.6125807139859,-17.7369051927728,231,"Mapatizya"
26.6125807139859,-17.7279220399316,232,"Mapatizya"
26.6125807139859,-17.7189388870904,233,"Mapatizya"
26.6125807139859,-17.4494443018545,234,"Luyaba"
26.6125807139859,-17.4404611490133,235,"Luyaba"
26.6125807139859,-17.4314779961722,236,"Luyaba"
26.6125807139859,-17.422494843331,237,"Luyaba"
26.6125807139859,-17.4135116904898,238,"Luyaba"
26.6125807139859,-17.4045285376486,239,"Luyaba"
26.6125807139859,-17.3865622319662,240,"Luyaba"
26.6125807139859,-17.377579079125,241,"Luyaba"
26.6125807139859,-17.3685959262838,242,"Luyaba"
26.6125807139859,-17.3596127734426,243,"Luyaba"
26.6125807139859,-17.3506296206014,244,"Luyaba"
26.6125807139859,-17.3416464677602,245,"Luyaba"
26.6125807139859,-17.2158823279835,246,NA
26.6125807139859,-17.2068991751423,247,NA
26.6220311603442,-18.0513155422146,248,"Mapatizya"
26.6220311603442,-17.7728378041376,249,"Mapatizya"
26.6220311603442,-17.7638546512964,250,"Mapatizya"
26.6220311603442,-17.7369051927728,251,"Mapatizya"
26.6220311603442,-17.7279220399316,252,"Mapatizya"
26.6220311603442,-17.4584274546957,253,"Luyaba"
26.6220311603442,-17.4404611490133,254,"Luyaba"
26.6220311603442,-17.4314779961722,255,"Luyaba"
26.6220311603442,-17.422494843331,256,"Luyaba"
26.6220311603442,-17.4135116904898,257,"Luyaba"
26.6220311603442,-17.4045285376486,258,"Luyaba"
26.6220311603442,-17.3865622319662,259,"Luyaba"
26.6220311603442,-17.377579079125,260,"Luyaba"
26.6220311603442,-17.3685959262838,261,"Luyaba"
26.6220311603442,-17.3596127734426,262,"Luyaba"
26.6220311603442,-17.3506296206014,263,"Luyaba"
26.6220311603442,-17.3416464677602,264,"Luyaba"
26.6220311603442,-17.2248654808247,265,NA
26.6220311603442,-17.2158823279835,266,NA
26.6220311603442,-17.2068991751423,267,NA
26.6220311603442,-17.1889328694599,268,NA
26.6314816067024,-17.9435177081203,269,"Mapatizya"
26.6314816067024,-17.9345345552791,270,"Mapatizya"
26.6314816067024,-17.8806356382319,271,"Mapatizya"
26.6314816067024,-17.8716524853907,272,"Mapatizya"
26.6314816067024,-17.7279220399316,273,"Mapatizya"
26.6314816067024,-17.4584274546957,274,"Luyaba"
26.6314816067024,-17.4494443018545,275,"Luyaba"
26.6314816067024,-17.4404611490133,276,"Luyaba"
26.6314816067024,-17.4314779961722,277,"Luyaba"
26.6314816067024,-17.422494843331,278,"Luyaba"
26.6314816067024,-17.4045285376486,279,"Luyaba"
26.6314816067024,-17.3955453848074,280,"Luyaba"
26.6314816067024,-17.3865622319662,281,"Luyaba"
26.6314816067024,-17.377579079125,282,"Luyaba"
26.6314816067024,-17.3685959262838,283,"Luyaba"
26.6314816067024,-17.3596127734426,284,"Luyaba"
26.6314816067024,-17.3506296206014,285,"Luyaba"
26.6314816067024,-17.3416464677602,286,"Luyaba"
26.6314816067024,-17.332663314919,287,"Luyaba"
26.6314816067024,-17.2158823279835,288,NA
26.6314816067024,-17.2068991751423,289,NA
26.6314816067024,-17.1979160223011,290,NA
26.6314816067024,-17.1889328694599,291,NA
26.6409320530607,-18.0513155422146,292,"Mapatizya"
26.6409320530607,-17.9075850967555,293,"Mapatizya"
26.6409320530607,-17.8896187910731,294,"Mapatizya"
26.6409320530607,-17.8806356382319,295,"Mapatizya"
26.6409320530607,-17.8716524853907,296,"Mapatizya"
26.6409320530607,-17.7279220399316,297,"Mapatizya"
26.6409320530607,-17.4584274546957,298,"Luyaba"
26.6409320530607,-17.4494443018545,299,"Luyaba"
26.6409320530607,-17.4404611490133,300,"Luyaba"
26.6409320530607,-17.4314779961722,301,"Luyaba"
26.6409320530607,-17.422494843331,302,"Luyaba"
26.6409320530607,-17.4135116904898,303,"Luyaba"
26.6409320530607,-17.4045285376486,304,"Luyaba"
26.6409320530607,-17.3955453848074,305,"Luyaba"
26.6409320530607,-17.3865622319662,306,"Luyaba"
26.6409320530607,-17.377579079125,307,"Luyaba"
26.6409320530607,-17.3685959262838,308,"Luyaba"
26.6409320530607,-17.3596127734426,309,"Luyaba"
26.6409320530607,-17.3506296206014,310,"Luyaba"
26.6409320530607,-17.332663314919,311,"Luyaba"
26.6409320530607,-17.3236801620778,312,"Luyaba"
26.6409320530607,-17.2158823279835,313,NA
26.6409320530607,-17.2068991751423,314,NA
26.6409320530607,-17.1979160223011,315,NA
26.6409320530607,-17.1889328694599,316,NA
26.6409320530607,-17.1799497166187,317,NA
26.6409320530607,-17.1709665637775,318,NA
26.6409320530607,-17.1530002580951,319,"Kanchele"
26.6409320530607,-17.1440171052539,320,"Kanchele"
26.650382499419,-18.0513155422146,321,"Mapatizya"
26.650382499419,-17.9435177081203,322,"Mapatizya"
26.650382499419,-17.9345345552791,323,"Mapatizya"
26.650382499419,-17.9075850967555,324,"Mapatizya"
26.650382499419,-17.4494443018545,325,"Luyaba"
26.650382499419,-17.4404611490133,326,"Luyaba"
26.650382499419,-17.4314779961722,327,"Luyaba"
26.650382499419,-17.422494843331,328,"Luyaba"
26.650382499419,-17.4135116904898,329,"Luyaba"
26.650382499419,-17.4045285376486,330,"Luyaba"
26.650382499419,-17.3955453848074,331,"Luyaba"
26.650382499419,-17.3865622319662,332,"Luyaba"
26.650382499419,-17.377579079125,333,"Luyaba"
26.650382499419,-17.3685959262838,334,"Luyaba"
26.650382499419,-17.3596127734426,335,"Luyaba"
26.650382499419,-17.3506296206014,336,"Luyaba"
26.650382499419,-17.332663314919,337,"Luyaba"
26.650382499419,-17.3236801620778,338,"Luyaba"
26.650382499419,-17.3146970092366,339,NA
26.650382499419,-17.2068991751423,340,"Kanchele"
26.650382499419,-17.2068991751423,340,NA
26.650382499419,-17.1979160223011,341,NA
26.650382499419,-17.1979160223011,341,"Kanchele"
26.650382499419,-17.1799497166187,342,"Kanchele"
26.650382499419,-17.1709665637775,343,"Kanchele"
26.650382499419,-17.1619834109363,344,"Kanchele"
26.650382499419,-17.1530002580951,345,"Kanchele"
26.650382499419,-17.1440171052539,346,"Kanchele"
26.6598329457772,-17.9075850967555,347,"Mapatizya"
26.6598329457772,-17.8716524853907,348,"Mapatizya"
26.6598329457772,-17.4584274546957,349,"Luyaba"
26.6598329457772,-17.4494443018545,350,"Luyaba"
26.6598329457772,-17.4404611490133,351,"Luyaba"
26.6598329457772,-17.4314779961722,352,"Luyaba"
26.6598329457772,-17.422494843331,353,"Luyaba"
26.6598329457772,-17.4135116904898,354,"Luyaba"
26.6598329457772,-17.4045285376486,355,"Luyaba"
26.6598329457772,-17.3955453848074,356,"Luyaba"
26.6598329457772,-17.3865622319662,357,"Luyaba"
26.6598329457772,-17.377579079125,358,"Luyaba"
26.6598329457772,-17.3685959262838,359,"Luyaba"
26.6598329457772,-17.3596127734426,360,"Luyaba"
26.6598329457772,-17.3506296206014,361,"Luyaba"
26.6598329457772,-17.3416464677602,362,"Luyaba"
26.6598329457772,-17.332663314919,363,"Luyaba"
26.6598329457772,-17.3236801620778,364,"Luyaba"
26.6598329457772,-17.3146970092366,365,NA
26.6598329457772,-17.3057138563954,366,NA
26.6598329457772,-17.2697812450306,367,NA
26.6598329457772,-17.2428317865071,368,NA
26.6598329457772,-17.2338486336659,369,"Kanchele"
26.6598329457772,-17.2248654808247,370,"Kanchele"
26.6598329457772,-17.2158823279835,371,"Kanchele"
26.6598329457772,-17.2068991751423,372,"Kanchele"
26.6598329457772,-17.1979160223011,373,"Kanchele"
26.6598329457772,-17.1889328694599,374,"Kanchele"
26.6598329457772,-17.1799497166187,375,"Kanchele"
26.6598329457772,-17.1709665637775,376,"Kanchele"
26.6598329457772,-17.1619834109363,377,"Kanchele"
26.6598329457772,-17.1530002580951,378,"Kanchele"
26.6598329457772,-17.1440171052539,379,"Kanchele"
26.6692833921355,-17.4494443018545,380,"Luyaba"
26.6692833921355,-17.4404611490133,381,"Luyaba"
26.6692833921355,-17.4314779961722,382,"Luyaba"
26.6692833921355,-17.422494843331,383,"Luyaba"
26.6692833921355,-17.4135116904898,384,"Luyaba"
26.6692833921355,-17.4045285376486,385,"Luyaba"
26.6692833921355,-17.3955453848074,386,"Luyaba"
26.6692833921355,-17.3865622319662,387,"Luyaba"
26.6692833921355,-17.377579079125,388,"Luyaba"
26.6692833921355,-17.3685959262838,389,"Luyaba"
26.6692833921355,-17.3596127734426,390,"Luyaba"
26.6692833921355,-17.3506296206014,391,"Luyaba"
26.6692833921355,-17.3416464677602,392,"Luyaba"
26.6692833921355,-17.3236801620778,393,NA
26.6692833921355,-17.3146970092366,394,NA
26.6692833921355,-17.2787643978718,395,"Kanchele"
26.6692833921355,-17.2787643978718,395,NA
26.6692833921355,-17.2697812450306,396,NA
26.6692833921355,-17.2697812450306,396,"Kanchele"
26.6692833921355,-17.2607980921894,397,"Kanchele"
26.6692833921355,-17.2518149393482,398,"Kanchele"
26.6692833921355,-17.2428317865071,399,"Kanchele"
26.6692833921355,-17.2338486336659,400,"Kanchele"
26.6692833921355,-17.2248654808247,401,"Kanchele"
26.6692833921355,-17.2158823279835,402,"Kanchele"
26.6692833921355,-17.2068991751423,403,"Kanchele"
26.6692833921355,-17.1889328694599,404,"Kanchele"
26.6692833921355,-17.1799497166187,405,"Kanchele"
26.6692833921355,-17.1709665637775,406,"Kanchele"
26.6692833921355,-17.1619834109363,407,"Kanchele"
26.6692833921355,-17.1530002580951,408,"Kanchele"
26.6692833921355,-17.1440171052539,409,"Kanchele"
26.6692833921355,-17.1350339524127,410,"Kanchele"
26.6692833921355,-17.1260507995715,411,"Kanchele"
26.6787338384937,-17.7548714984552,412,"Mapatizya"
26.6787338384937,-17.745888345614,413,"Mapatizya"
26.6787338384937,-17.4494443018545,414,"Luyaba"
26.6787338384937,-17.4404611490133,415,"Luyaba"
26.6787338384937,-17.4314779961722,416,"Luyaba"
26.6787338384937,-17.422494843331,417,"Luyaba"
26.6787338384937,-17.4135116904898,418,"Luyaba"
26.6787338384937,-17.4045285376486,419,"Luyaba"
26.6787338384937,-17.3955453848074,420,"Luyaba"
26.6787338384937,-17.3865622319662,421,"Luyaba"
26.6787338384937,-17.377579079125,422,"Luyaba"
26.6787338384937,-17.3685959262838,423,"Luyaba"
26.6787338384937,-17.3596127734426,424,"Luyaba"
26.6787338384937,-17.3506296206014,425,"Luyaba"
26.6787338384937,-17.332663314919,426,"Luyaba"
26.6787338384937,-17.332663314919,426,NA
26.6787338384937,-17.3236801620778,427,NA
26.6787338384937,-17.3146970092366,428,NA
26.6787338384937,-17.287747550713,429,"Kanchele"
26.6787338384937,-17.2787643978718,430,"Kanchele"
26.6787338384937,-17.2697812450306,431,"Kanchele"
26.6787338384937,-17.2607980921894,432,"Kanchele"
26.6787338384937,-17.2518149393482,433,"Kanchele"
26.6787338384937,-17.2428317865071,434,"Kanchele"
26.6787338384937,-17.2248654808247,435,"Kanchele"
26.6787338384937,-17.2068991751423,436,"Kanchele"
26.6787338384937,-17.1979160223011,437,"Kanchele"
26.6787338384937,-17.1889328694599,438,"Kanchele"
26.6787338384937,-17.1799497166187,439,"Kanchele"
26.6787338384937,-17.1709665637775,440,"Kanchele"
26.6787338384937,-17.1619834109363,441,"Kanchele"
26.6787338384937,-17.1530002580951,442,"Kanchele"
26.6787338384937,-17.1440171052539,443,"Kanchele"
26.6787338384937,-17.1350339524127,444,"Kanchele"
26.6787338384937,-17.1260507995715,445,"Kanchele"
26.688184284852,-17.745888345614,446,"Mapatizya"
26.688184284852,-17.7369051927728,447,"Mapatizya"
26.688184284852,-17.7279220399316,448,"Mapatizya"
26.688184284852,-17.7189388870904,449,"Mapatizya"
26.688184284852,-17.7099557342492,450,"Mapatizya"
26.688184284852,-17.700972581408,451,"Mapatizya"
26.688184284852,-17.4584274546957,452,NA
26.688184284852,-17.4584274546957,452,"Luyaba"
26.688184284852,-17.4494443018545,453,"Luyaba"
26.688184284852,-17.4404611490133,454,"Luyaba"
26.688184284852,-17.422494843331,455,"Luyaba"
26.688184284852,-17.4135116904898,456,"Luyaba"
26.688184284852,-17.4045285376486,457,"Luyaba"
26.688184284852,-17.3955453848074,458,"Luyaba"
26.688184284852,-17.3865622319662,459,"Luyaba"
26.688184284852,-17.377579079125,460,"Luyaba"
26.688184284852,-17.3685959262838,461,"Luyaba"
26.688184284852,-17.3596127734426,462,"Luyaba"
26.688184284852,-17.3506296206014,463,"Luyaba"
26.688184284852,-17.3416464677602,464,"Luyaba"
26.688184284852,-17.3146970092366,465,NA
26.688184284852,-17.287747550713,466,"Kanchele"
26.688184284852,-17.2787643978718,467,"Kanchele"
26.688184284852,-17.2697812450306,468,"Kanchele"
26.688184284852,-17.2607980921894,469,"Kanchele"
26.688184284852,-17.2518149393482,470,"Kanchele"
26.688184284852,-17.2428317865071,471,"Kanchele"
26.688184284852,-17.2338486336659,472,"Kanchele"
26.688184284852,-17.2248654808247,473,"Kanchele"
26.688184284852,-17.2158823279835,474,"Kanchele"
26.688184284852,-17.2068991751423,475,"Kanchele"
26.688184284852,-17.1979160223011,476,"Kanchele"
26.688184284852,-17.1889328694599,477,"Kanchele"
26.688184284852,-17.1799497166187,478,"Kanchele"
26.688184284852,-17.1709665637775,479,"Kanchele"
26.688184284852,-17.1619834109363,480,"Kanchele"
26.688184284852,-17.1530002580951,481,"Kanchele"
26.688184284852,-17.1440171052539,482,"Kanchele"
26.688184284852,-17.1350339524127,483,"Kanchele"
26.6976347312102,-17.9884334723263,484,"Mapatizya"
26.6976347312102,-17.9165682495967,485,"Mapatizya"
26.6976347312102,-17.9075850967555,486,"Mapatizya"
26.6976347312102,-17.8986019439143,487,"Mapatizya"
26.6976347312102,-17.8896187910731,488,"Mapatizya"
26.6976347312102,-17.8806356382319,489,"Mapatizya"
26.6976347312102,-17.8716524853907,490,"Mapatizya"
26.6976347312102,-17.8626693325495,491,"Mapatizya"
26.6976347312102,-17.7548714984552,492,"Mapatizya"
26.6976347312102,-17.745888345614,493,"Mapatizya"
26.6976347312102,-17.7369051927728,494,"Mapatizya"
26.6976347312102,-17.7279220399316,495,"Mapatizya"
26.6976347312102,-17.7189388870904,496,"Mapatizya"
26.6976347312102,-17.7099557342492,497,"Mapatizya"
26.6976347312102,-17.700972581408,498,"Mapatizya"
26.6976347312102,-17.6919894285668,499,"Mapatizya"
26.6976347312102,-17.4674106075369,500,NA
26.6976347312102,-17.4584274546957,501,NA
26.6976347312102,-17.4404611490133,502,"Luyaba"
26.6976347312102,-17.4404611490133,502,NA
26.6976347312102,-17.422494843331,503,"Luyaba"
26.6976347312102,-17.4135116904898,504,"Luyaba"
26.6976347312102,-17.4135116904898,504,NA
26.6976347312102,-17.4045285376486,505,"Luyaba"
26.6976347312102,-17.3955453848074,506,"Luyaba"
26.6976347312102,-17.3865622319662,507,"Luyaba"
26.6976347312102,-17.377579079125,508,"Luyaba"
26.6976347312102,-17.3596127734426,509,NA
26.6976347312102,-17.3506296206014,510,NA
26.6976347312102,-17.3416464677602,511,NA
26.6976347312102,-17.332663314919,512,NA
26.6976347312102,-17.3236801620778,513,NA
26.6976347312102,-17.2967307035542,514,"Kanchele"
26.6976347312102,-17.287747550713,515,"Kanchele"
26.6976347312102,-17.2787643978718,516,"Kanchele"
26.6976347312102,-17.2697812450306,517,"Kanchele"
26.6976347312102,-17.2607980921894,518,"Kanchele"
26.6976347312102,-17.2518149393482,519,"Kanchele"
26.6976347312102,-17.2428317865071,520,"Kanchele"
26.6976347312102,-17.2338486336659,521,"Kanchele"
26.6976347312102,-17.2248654808247,522,"Kanchele"
26.6976347312102,-17.2158823279835,523,"Kanchele"
26.6976347312102,-17.2068991751423,524,"Kanchele"
26.6976347312102,-17.1979160223011,525,"Kanchele"
26.6976347312102,-17.1889328694599,526,"Kanchele"
26.6976347312102,-17.1799497166187,527,"Kanchele"
26.6976347312102,-17.1709665637775,528,"Kanchele"
26.6976347312102,-17.1619834109363,529,"Kanchele"
26.7070851775685,-18.0513155422146,530,"Mapatizya"
26.7070851775685,-17.9435177081203,531,"Mapatizya"
26.7070851775685,-17.9075850967555,532,"Mapatizya"
26.7070851775685,-17.8896187910731,533,"Mapatizya"
26.7070851775685,-17.8806356382319,534,"Mapatizya"
26.7070851775685,-17.8716524853907,535,"Mapatizya"
26.7070851775685,-17.8626693325495,536,"Mapatizya"
26.7070851775685,-17.745888345614,537,"Mapatizya"
26.7070851775685,-17.7369051927728,538,"Mapatizya"
26.7070851775685,-17.7279220399316,539,"Mapatizya"
26.7070851775685,-17.7189388870904,540,"Mapatizya"
26.7070851775685,-17.7099557342492,541,"Mapatizya"
26.7070851775685,-17.700972581408,542,"Mapatizya"
26.7070851775685,-17.6919894285668,543,"Mapatizya"
26.7070851775685,-17.6830062757256,544,"Mapatizya"
26.7070851775685,-17.4763937603781,545,"Simwatchela"
26.7070851775685,-17.422494843331,546,NA
26.7070851775685,-17.4135116904898,547,NA
26.7070851775685,-17.4045285376486,548,NA
26.7070851775685,-17.3955453848074,549,NA
26.7070851775685,-17.3865622319662,550,NA
26.7070851775685,-17.377579079125,551,NA
26.7070851775685,-17.3685959262838,552,NA
26.7070851775685,-17.3596127734426,553,NA
26.7070851775685,-17.3506296206014,554,NA
26.7070851775685,-17.3416464677602,555,NA
26.7070851775685,-17.332663314919,556,NA
26.7070851775685,-17.3236801620778,557,"Kanchele"
