,lon,lat,node_label,pop
138,27.8505891869,-16.6229942405,4887,7.0
139,27.8505891869,-16.5960447819,4888,5.0
140,27.8505891869,-16.5870616291,4889,31.0
141,27.8505891869,-16.5780784763,4890,56.0
142,27.8505891869,-16.5690953234,4891,13.0
143,27.8600396333,-16.6589268518,4907,13.0
144,27.8600396333,-16.649943699,4908,37.0
145,27.8600396333,-16.6229942405,4909,46.0
146,27.8600396333,-16.6140110876,4910,25.0
147,27.8600396333,-16.6050279348,4911,4.0
148,27.8600396333,-16.5870616291,4912,64.0
149,27.8600396333,-16.5780784763,4913,1.0
150,27.8600396333,-16.5690953234,4914,82.0
151,27.8600396333,-16.5601121706,4915,53.0
152,27.8694900796,-16.6409605461,4934,9.0
153,27.8694900796,-16.6319773933,4935,15.0
154,27.8694900796,-16.6140110876,4936,50.0
155,27.8694900796,-16.6050279348,4937,41.0
156,27.8694900796,-16.5960447819,4938,61.0
157,27.8694900796,-16.5870616291,4939,93.0
158,27.8694900796,-16.5601121706,4940,17.0
159,27.878940526,-16.6319773933,4959,47.0
160,27.878940526,-16.6229942405,4960,93.0
161,27.878940526,-16.6050279348,4961,106.0
162,27.878940526,-16.5960447819,4962,82.0
163,27.878940526,-16.5870616291,4963,123.0
164,27.8883909724,-16.6319773933,4980,18.0
165,27.8883909724,-16.6229942405,4981,9.0
166,27.8883909724,-16.6050279348,4982,83.0
167,27.8883909724,-16.5960447819,4983,179.0
168,27.8883909724,-16.5870616291,4984,79.0
169,27.8883909724,-16.5690953234,4985,12.0
170,27.8883909724,-16.5601121706,4986,64.0
171,27.8883909724,-16.5511290177,4987,47.0
172,27.8978414187,-16.6229942405,5006,13.0
173,27.8978414187,-16.6140110876,5007,29.0
174,27.8978414187,-16.6050279348,5008,120.0
175,27.8978414187,-16.5960447819,5009,195.0
176,27.8978414187,-16.5870616291,5010,13.0
177,27.8978414187,-16.5690953234,5011,45.0
178,27.8978414187,-16.5601121706,5012,139.0
179,27.8978414187,-16.5511290177,5013,32.0
180,27.9072918651,-16.6229942405,5029,25.0
181,27.9072918651,-16.6140110876,5030,25.0
182,27.9072918651,-16.6050279348,5031,31.0
183,27.9072918651,-16.5960447819,5032,174.0
184,27.9072918651,-16.5601121706,5033,97.0
185,27.9072918651,-16.5511290177,5034,83.0
186,27.9167423114,-16.6140110876,5046,2.0
187,27.9167423114,-16.5960447819,5047,74.0
188,27.9167423114,-16.5870616291,5048,28.0
189,27.9167423114,-16.5601121706,5049,28.0
190,27.9167423114,-16.5511290177,5050,105.0
191,27.9261927578,-16.5960447819,5065,30.0
192,27.9261927578,-16.5870616291,5066,21.0
193,27.9261927578,-16.5601121706,5067,23.0
194,27.9261927578,-16.5511290177,5068,123.0
195,27.9356432041,-16.5870616291,5086,30.0
196,27.9356432041,-16.5780784763,5087,31.0
197,27.9356432041,-16.5511290177,5088,29.0
198,27.9450936505,-16.5870616291,5106,7.0
199,27.9450936505,-16.5780784763,5107,6.0
